Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
5,0,32,0,1243,70,110,38,1,0,0,1,1957,0
20,0,28,0,163,42,18,18,1,0,1,1,597,1
18,0,31,7,1505,88,3,43,3,0,0,3,1403,0
10,0,31,0,1112,93,28,25,1,0,0,1,1662,1
0,0,29,0,661,17,2,15,2,0,0,2,579,0
6,0,30,0,707,36,11,17,1,0,1,1,975,1
6,1,31,0,501,39,36,32,2,0,1,2,1245,1
0,0,31,0,0,0,2,0,2,0,1,2,12,1
0,0,31,0,344,20,2,7,2,0,0,2,294,0
0,0,28,0,1253,92,16,23,3,0,0,3,1129,0
0,0,31,0,80,2,11,5,3,0,1,3,144,1
0,0,31,0,0,0,6,0,4,0,0,4,15,0
22,0,26,2,1720,221,2,81,1,0,0,1,1886,0
3,0,29,2,1284,111,257,34,1,1,0,1,2491,0
0,0,31,0,867,77,4,29,1,0,0,1,994,0
0,0,30,0,343,39,40,21,2,0,1,2,1204,0
3,0,31,0,643,48,174,24,1,0,0,1,2131,0
1,0,22,0,251,31,192,12,1,1,0,1,2149,0
1,0,21,0,322,34,32,69,3,0,0,3,573,0
8,0,22,0,98,20,12,8,1,0,1,1,359,0
0,0,21,0,131,5,23,4,3,0,1,3,323,0
7,0,20,0,230,27,21,14,1,0,0,1,739,0
0,0,20,0,762,56,10,24,2,0,0,2,883,0
0,0,13,0,351,21,30,15,1,0,0,1,1117,0
13,0,12,0,1187,136,87,43,0,1,0,0,2006,0
9,0,10,0,1420,166,75,41,3,0,0,3,1685,0
5,0,11,2,666,40,33,20,2,0,0,2,1295,0
0,0,4,0,978,35,214,11,2,0,0,2,2268,0
0,1,4,0,300,14,2,8,1,0,0,1,297,1
1,0,33,0,907,64,0,12,1,0,0,1,956,0
0,0,34,0,0,0,0,0,1,0,1,1,0,0
3,0,32,0,452,53,300,19,1,0,0,1,2525,0
3,0,33,0,881,59,0,30,1,0,0,1,909,0
0,0,33,0,436,51,0,28,0,0,0,0,506,0
4,0,33,0,803,75,16,23,1,0,0,1,1200,0
0,0,33,0,426,32,253,13,2,0,0,2,2328,0
6,0,32,1,1403,114,126,38,2,0,0,2,2052,0
0,0,33,0,1583,162,0,39,2,0,0,2,1750,0
0,0,33,0,935,76,0,20,2,0,0,2,861,0
0,0,33,0,1089,88,0,7,1,0,0,1,1316,0
2,0,33,0,393,47,0,12,2,0,1,2,301,0
18,0,33,2,1630,206,38,27,2,0,0,2,1899,0
0,0,33,0,622,20,368,3,2,0,0,2,2590,0
2,0,32,0,1647,175,131,25,1,0,0,1,2372,0
0,0,32,0,1144,79,167,21,2,0,0,2,2138,0
0,0,32,0,49,7,0,6,1,0,1,1,48,0
0,0,33,0,23,7,0,3,1,0,1,1,17,0
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,1306,120,322,38,1,0,0,1,2593,0
0,0,32,0,1532,147,0,42,2,0,0,2,1712,0
1,0,32,0,1180,68,92,32,1,0,0,1,1834,0
16,1,28,0,68,40,0,12,1,0,1,1,69,1
14,0,31,7,1489,86,0,37,3,0,0,3,1325,0
6,0,31,0,1080,91,10,19,1,0,0,1,1477,1
0,0,29,0,550,15,0,9,2,0,0,2,422,0
2,1,30,0,590,34,0,11,1,0,1,1,550,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
0,0,31,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,243,18,0,1,2,0,0,2,177,0
0,0,28,0,1190,90,0,17,3,0,0,3,839,0
0,0,31,0,0,0,0,0,3,0,1,3,0,1
0,0,31,0,0,0,0,0,4,0,0,4,0,0
18,0,26,2,1692,219,0,75,1,0,0,1,1849,0
0,0,29,2,1220,109,241,28,1,1,0,1,2444,0
0,0,31,0,789,75,0,23,1,0,0,1,758,0
0,0,30,0,242,37,22,15,2,0,1,2,689,0
0,0,31,0,537,46,156,18,1,0,0,1,1988,0
0,0,22,0,157,29,174,6,1,1,0,1,2012,0
0,0,21,0,219,32,14,63,3,0,0,3,251,0
4,0,22,0,20,18,0,2,1,0,1,1,19,0
0,0,21,0,0,0,5,0,3,0,1,3,28,0
3,0,20,0,134,25,3,8,1,0,0,1,176,0
0,0,20,0,663,54,0,18,2,0,0,2,533,0
0,0,13,0,251,19,12,9,1,0,0,1,515,0
9,0,12,0,1130,134,69,37,0,1,0,0,1848,0
5,0,10,0,1394,164,57,35,3,0,0,3,1618,0
1,0,11,2,554,38,15,14,2,0,0,2,814,0
0,0,4,0,911,33,196,5,2,0,0,2,2177,0
0,0,4,0,199,12,0,2,1,0,0,1,160,1
1,0,28,0,940,59,0,14,1,0,0,1,1005,0
0,0,29,0,0,0,0,0,1,0,1,1,0,0
3,0,27,0,499,48,301,21,1,0,0,1,2530,0
3,0,28,0,910,54,0,32,0,0,0,0,1170,0
0,0,28,0,488,46,0,30,0,0,0,0,576,0
4,0,28,0,844,70,17,25,1,0,0,1,1259,0
0,0,28,0,477,27,254,15,2,0,0,2,2331,0
6,0,27,0,1419,109,127,40,2,0,0,2,2067,0
0,0,28,0,1589,157,0,41,2,0,0,2,1756,0
0,0,28,0,967,71,0,22,2,0,0,2,917,0
0,0,28,0,1104,83,0,9,1,0,0,1,1355,0
2,0,28,0,445,42,0,14,2,0,1,2,344,0
18,0,28,1,1638,201,39,29,1,0,0,1,2037,0
0,0,28,0,679,15,369,5,2,0,0,2,2595,0
2,0,27,0,1659,170,132,27,1,0,0,1,2376,0
0,0,27,0,1174,74,168,23,2,0,0,2,2151,0
0,0,27,0,93,2,0,8,1,0,1,1,82,0
0,0,28,0,57,2,0,5,1,0,1,1,55,0
0,0,27,0,0,0,0,0,1,0,1,1,0,1
0,0,27,0,1327,115,323,40,1,0,0,1,2598,0
0,0,27,0,1541,142,0,44,2,0,0,2,1719,0
1,0,27,0,1211,63,93,34,1,0,0,1,1846,0
16,0,23,0,116,35,1,14,1,0,1,1,119,1
14,0,26,6,1497,81,0,39,3,0,0,3,1350,0
6,0,26,0,1095,86,11,21,1,0,0,1,1504,1
0,0,24,0,602,10,0,11,2,0,0,2,477,0
2,0,25,0,649,29,0,13,1,0,1,1,608,1
2,0,26,0,454,32,19,28,2,0,1,2,814,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
0,0,26,0,298,13,0,3,2,0,0,2,215,0
0,0,23,0,1222,85,0,19,3,0,0,3,865,0
0,0,26,0,0,0,0,0,2,0,1,2,0,1
0,0,26,0,0,0,0,0,3,0,0,3,0,0
18,0,21,1,1708,214,0,77,1,0,0,1,1859,0
0,0,24,1,1252,104,242,30,1,1,0,1,2451,0
0,0,26,0,833,70,0,25,1,0,0,1,819,0
0,0,25,0,297,32,23,17,2,0,1,2,755,0
0,0,26,0,585,41,157,20,1,0,0,1,2007,0
0,0,17,0,205,24,175,8,1,1,0,1,2031,0
0,0,16,0,269,27,15,65,3,0,0,3,290,0
4,0,17,0,54,13,0,4,1,0,1,1,56,0
0,0,16,0,83,4,6,2,3,0,1,3,97,0
3,0,15,0,180,20,4,10,0,0,0,0,315,0
0,0,15,0,718,49,0,20,2,0,0,2,583,0
0,0,8,0,305,14,13,11,1,0,0,1,603,0
9,0,7,0,1155,129,70,39,0,1,0,0,1874,0
5,0,5,0,1404,159,58,37,3,0,0,3,1626,0
1,0,6,1,606,33,16,16,2,0,0,2,887,0
0,0,0,0,946,28,197,7,1,0,0,1,2297,0
0,0,0,0,245,7,0,4,1,0,0,1,209,1
5,0,38,0,940,71,6,16,2,0,0,2,1029,0
0,0,39,0,2,5,8,3,2,0,1,2,113,0
7,0,37,0,499,60,315,23,2,0,0,2,2481,0
7,0,38,0,910,66,2,34,0,0,0,0,1228,0
0,0,38,0,488,58,3,32,1,0,0,1,522,0
8,0,38,1,844,82,33,27,2,0,0,2,1432,0
1,0,38,0,477,39,270,17,2,0,0,2,2350,0
10,0,37,2,1419,121,142,42,2,0,0,2,2154,0
4,0,38,0,1589,169,1,43,2,0,0,2,1760,0
4,0,38,1,967,83,3,24,2,0,0,2,996,0
3,0,38,0,1104,95,8,11,2,0,0,2,1374,0
6,0,38,0,445,54,9,16,2,0,1,2,560,0
22,0,38,3,1638,213,55,31,2,0,0,2,1990,0
1,0,38,1,679,27,383,7,2,0,0,2,2620,0
6,0,37,0,1659,182,148,29,1,0,0,1,2410,0
0,0,37,1,1174,86,184,25,2,0,0,2,2225,0
0,0,37,0,93,14,1,10,1,0,1,1,106,0
0,0,38,0,57,14,14,7,2,0,1,2,309,0
0,0,37,0,0,0,1,0,1,0,1,1,4,1
0,0,37,0,1327,127,338,42,2,0,0,2,2552,0
4,0,37,1,1541,154,12,46,3,0,0,3,1540,0
5,0,37,1,1211,75,109,36,1,0,0,1,1940,0
20,0,33,0,116,47,17,16,2,0,1,2,436,1
18,0,36,8,1497,93,2,41,4,0,0,4,817,0
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
0,0,34,0,602,22,1,13,2,0,0,2,500,0
6,1,35,0,649,41,10,15,2,0,1,2,761,1
6,0,36,0,454,44,35,30,2,0,1,2,1185,1
0,0,36,0,0,0,1,0,2,0,1,2,2,1
0,0,36,0,298,25,1,5,3,0,0,3,128,0
0,0,33,1,1222,97,15,21,4,0,0,4,599,0
0,0,36,0,41,7,10,3,3,0,1,3,114,1
0,0,36,1,3,4,5,1,4,0,0,4,13,0
22,0,31,3,1708,226,1,79,1,0,0,1,1869,0
3,0,34,3,1252,116,256,32,1,1,0,1,2482,0
0,0,36,0,833,82,3,27,2,0,0,2,781,0
0,0,35,0,297,44,39,19,2,0,1,2,1140,0
3,0,36,0,585,53,173,22,1,0,0,1,2113,0
1,0,27,1,205,36,191,10,1,1,0,1,2133,0
1,0,26,0,269,39,31,67,3,0,0,3,521,0
8,0,27,0,54,25,11,6,2,0,1,2,243,0
0,0,26,0,83,10,22,2,3,0,1,3,283,0
7,0,25,0,180,32,20,12,1,0,0,1,671,0
0,0,25,0,718,61,9,22,2,0,0,2,810,0
0,0,18,0,305,26,29,13,1,0,0,1,1057,0
13,0,17,1,1155,141,86,41,1,1,0,1,1816,0
9,0,15,0,1404,171,74,39,4,0,0,4,1294,0
5,0,16,3,606,45,32,18,2,0,0,2,1245,0
0,0,9,1,946,40,213,9,2,0,0,2,2253,0
0,0,9,1,245,19,1,6,2,0,0,2,199,1
9,0,34,0,1043,76,23,15,1,0,0,1,1552,0
1,0,35,0,133,10,8,2,1,0,1,1,288,0
11,0,33,0,701,65,315,22,1,0,0,1,2547,0
11,0,34,0,1021,71,2,33,0,0,0,0,1404,0
4,0,34,0,682,63,3,31,0,0,0,0,934,0
12,0,34,1,961,87,33,26,2,0,0,2,1507,0
5,0,34,0,675,44,270,16,2,0,0,2,2362,0
14,0,33,2,1475,126,142,41,2,0,0,2,2192,0
8,0,34,0,1617,174,1,42,2,0,0,2,1776,0
8,0,34,1,1059,88,3,23,2,0,0,2,1142,0
7,0,34,0,1197,100,8,10,1,0,0,1,1558,0
10,0,34,0,635,59,9,15,2,0,1,2,727,0
26,1,34,3,1689,218,55,30,2,0,0,2,2036,0
5,0,34,1,852,32,383,6,2,0,0,2,2633,0
10,0,33,0,1716,187,148,28,1,0,0,1,2426,0
4,0,33,1,1291,91,184,24,2,0,0,2,2251,0
1,0,33,0,274,19,1,9,1,0,1,1,256,0
3,0,34,0,232,19,14,6,1,0,1,1,552,0
0,0,33,0,0,0,1,0,1,0,1,1,4,1
4,0,33,0,1377,132,338,41,1,0,0,1,2638,0
8,0,33,1,1569,159,12,45,2,0,0,2,1747,0
9,0,33,1,1319,80,109,35,1,0,0,1,1980,0
24,0,29,0,297,52,17,15,1,0,1,1,703,1
22,0,32,8,1526,98,2,40,3,0,0,3,1440,0
14,0,32,1,1180,103,27,22,1,0,0,1,1679,0
2,0,30,0,794,27,1,12,2,0,0,2,681,0
10,0,31,0,828,46,10,14,2,0,1,2,960,1
10,1,32,0,644,49,35,29,2,0,1,2,1320,1
1,0,32,0,87,7,1,1,2,0,1,2,83,1
2,0,32,0,484,30,1,4,2,0,0,2,390,0
4,0,29,1,1326,102,15,20,3,0,0,3,1182,0
1,0,32,0,210,12,10,2,3,0,1,3,196,1
1,0,32,1,138,9,5,1,4,0,0,4,57,0
26,0,27,3,1746,231,1,78,1,0,0,1,1908,0
7,0,30,3,1343,121,256,31,1,1,0,1,2498,0
3,0,32,0,951,87,3,26,1,0,0,1,1103,0
4,0,31,0,483,49,39,18,2,0,1,2,1283,0
7,0,32,0,782,58,173,21,1,0,0,1,2156,0
5,0,23,1,386,41,191,9,1,1,0,1,2176,0
5,0,22,0,457,44,31,66,3,0,0,3,643,0
12,0,23,0,229,30,11,5,1,0,1,1,464,0
1,0,22,0,259,15,22,1,3,0,1,3,381,0
11,0,21,0,365,37,20,11,1,0,0,1,871,0
3,0,21,0,869,66,9,21,2,0,0,2,998,0
3,0,14,0,490,31,29,12,1,0,0,1,1220,0
17,0,13,1,1274,146,86,40,0,1,0,0,2041,0
13,0,11,0,1463,176,74,38,3,0,0,3,1693,0
9,0,12,3,797,50,32,17,2,0,0,2,1373,0
3,0,5,1,1045,45,213,8,2,0,0,2,2280,0
4,0,5,1,434,24,1,5,2,0,0,2,353,1
0,0,32,0,822,54,0,15,1,0,0,1,792,0
0,0,33,0,0,0,0,0,1,0,1,1,0,0
0,0,31,0,318,43,293,22,1,0,0,1,2488,0
0,0,32,0,781,49,0,33,0,0,0,0,961,0
0,0,32,0,303,41,0,31,0,0,0,0,338,0
0,0,32,0,673,65,0,26,1,0,0,1,641,0
0,0,32,0,294,22,239,16,2,0,0,2,2285,0
2,0,31,0,1385,104,112,41,2,0,0,2,1931,0
0,0,32,0,1578,152,0,42,2,0,0,2,1742,0
0,0,32,0,852,66,0,23,2,0,0,2,720,0
0,0,32,0,1056,78,0,10,1,0,0,1,1209,0
0,0,32,0,256,37,0,15,2,0,1,2,191,0
14,0,32,1,1614,198,22,30,1,0,0,1,1896,0
0,0,32,0,486,10,361,6,2,0,0,2,2563,0
0,0,31,0,1625,165,117,28,1,0,0,1,2339,0
0,0,31,0,1092,69,151,24,2,0,0,2,2021,0
0,0,31,0,0,0,0,0,1,0,1,1,0,0
0,0,32,0,0,0,0,0,1,0,1,1,0,0
0,0,31,0,0,0,0,0,1,0,1,1,0,1
0,0,31,0,1225,110,308,41,1,0,0,1,2559,0
0,0,31,0,1510,137,0,45,2,0,0,2,1694,0
0,0,31,0,1112,58,76,35,1,0,0,1,1791,0
0,1,27,0,0,0,0,0,1,0,1,1,0,1
10,0,30,6,1470,76,0,40,3,0,0,3,1266,0
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
0,0,28,0,414,5,0,12,2,0,0,2,311,0
0,0,29,0,458,24,0,14,1,0,1,1,399,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
0,1,30,0,0,0,0,0,1,0,1,1,0,1
0,0,30,0,117,8,0,4,2,0,0,2,87,0
0,0,27,0,1116,80,0,20,3,0,0,3,742,0
0,0,30,0,0,0,0,0,2,0,1,2,0,1
0,0,30,0,0,0,0,0,3,0,0,3,0,0
14,0,25,1,1651,209,0,78,1,0,0,1,1827,0
0,0,28,1,1138,99,232,31,1,1,0,1,2399,0
0,0,30,0,655,65,0,26,1,0,0,1,624,0
0,0,29,0,116,27,6,18,2,0,1,2,194,0
0,0,30,0,400,36,140,21,1,0,0,1,1868,0
0,0,21,0,36,19,158,9,1,1,0,1,1890,0
0,0,20,0,89,22,0,66,3,0,0,3,39,0
0,0,21,0,0,0,0,0,1,0,1,1,0,0
0,0,20,0,0,0,0,0,3,0,1,3,0,0
0,0,19,0,21,15,0,11,1,0,0,1,20,0
0,0,19,0,515,44,0,21,2,0,0,2,402,0
0,0,12,0,122,9,0,12,1,0,0,1,107,0
5,0,11,0,1083,124,53,40,0,1,0,0,1784,0
1,0,9,0,1378,154,41,38,3,0,0,3,1510,0
0,0,10,1,417,28,0,17,2,0,0,2,318,0
0,0,3,0,825,23,180,8,2,0,0,2,2061,0
0,0,3,0,71,2,0,5,1,0,0,1,65,1
3,0,33,0,940,65,0,15,1,0,0,1,1007,0
0,0,34,0,0,0,0,0,1,0,1,1,0,0
5,0,32,0,499,54,308,22,1,0,0,1,2537,0
5,0,33,0,910,60,0,33,0,0,0,0,1173,0
0,0,33,0,488,52,0,31,0,0,0,0,580,0
6,0,33,0,844,76,25,26,1,0,0,1,1424,0
0,0,33,0,477,33,262,16,2,0,0,2,2342,0
8,0,32,1,1419,115,134,41,2,0,0,2,2111,0
2,0,33,0,1589,163,0,42,2,0,0,2,1757,0
2,0,33,0,967,77,0,23,2,0,0,2,918,0
1,0,33,0,1104,89,0,10,1,0,0,1,1361,0
4,0,33,0,445,48,1,15,2,0,1,2,369,0
20,0,33,2,1638,207,47,30,2,0,0,2,1950,0
0,0,33,0,679,21,376,6,2,0,0,2,2608,0
4,0,32,0,1659,176,140,28,1,0,0,1,2393,0
0,0,32,0,1174,80,176,24,2,0,0,2,2194,0
0,0,32,0,93,8,0,9,1,0,1,1,85,0
0,0,33,0,57,8,6,6,1,0,1,1,167,0
0,1,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,1327,121,331,41,1,0,0,1,2612,0
2,0,32,0,1541,148,4,45,2,0,0,2,1727,0
3,0,32,0,1211,69,101,35,1,0,0,1,1898,0
18,0,28,0,116,41,9,15,1,0,1,1,300,1
16,0,31,7,1497,87,0,40,3,0,0,3,1352,0
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
0,0,29,0,602,16,0,12,2,0,0,2,478,0
4,0,30,0,649,35,2,14,1,0,1,1,664,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
0,0,31,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,298,19,0,4,2,0,0,2,217,0
0,0,28,0,1222,91,7,20,3,0,0,3,980,0
0,1,31,0,41,1,2,2,3,0,1,3,34,1
0,0,31,0,0,0,0,0,4,0,0,4,0,0
20,0,26,2,1708,220,0,78,1,0,0,1,1861,0
1,0,29,2,1252,110,249,31,1,1,0,1,2468,0
0,0,31,0,833,76,0,26,1,0,0,1,822,0
0,0,30,0,297,38,31,18,2,0,1,2,969,0
1,0,31,0,585,47,165,21,1,0,0,1,2063,0
0,0,22,0,205,30,183,9,1,1,0,1,2083,0
0,0,21,0,269,33,23,66,3,0,0,3,397,0
6,0,22,0,54,19,3,5,1,0,1,1,112,0
0,0,21,0,83,4,14,1,3,0,1,3,179,0
5,0,20,0,180,26,12,11,1,0,0,1,440,0
0,0,20,0,718,55,1,21,2,0,0,2,611,0
0,0,13,0,305,20,21,12,1,0,0,1,831,0
11,0,12,0,1155,135,78,40,0,1,0,0,1925,0
7,0,10,0,1404,165,66,38,3,0,0,3,1658,0
3,0,11,2,606,39,24,17,2,0,0,2,1083,0
0,0,4,0,946,34,205,8,2,0,0,2,2223,0
0,0,4,0,245,13,0,5,1,0,0,1,211,1
3,0,33,0,940,65,0,15,1,0,0,1,1007,0
0,0,34,0,0,0,0,0,1,0,1,1,0,0
5,0,32,0,499,54,308,22,1,0,0,1,2537,0
5,0,33,0,910,60,0,33,0,0,0,0,1173,0
0,0,33,0,488,52,0,31,0,0,0,0,580,0
6,0,33,0,844,76,25,26,1,0,0,1,1424,0
0,0,33,0,477,33,262,16,2,0,0,2,2342,0
8,0,32,1,1419,115,134,41,2,0,0,2,2111,0
2,0,33,0,1589,163,0,42,2,0,0,2,1757,0
2,0,33,0,967,77,0,23,2,0,0,2,918,0
1,0,33,0,1104,89,0,10,1,0,0,1,1361,0
4,0,33,0,445,48,1,15,2,0,1,2,369,0
20,0,33,2,1638,207,47,30,2,0,0,2,1950,0
0,0,33,0,679,21,376,6,2,0,0,2,2608,0
4,0,32,0,1659,176,140,28,1,0,0,1,2393,0
0,0,32,0,1174,80,176,24,2,0,0,2,2194,0
0,0,32,0,93,8,0,9,1,0,1,1,85,0
0,0,33,0,57,8,6,6,1,0,1,1,167,0
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,1327,121,331,41,1,0,0,1,2612,0
2,0,32,0,1541,148,4,45,2,0,0,2,1727,0
3,0,32,0,1211,69,101,35,1,0,0,1,1898,0
18,1,28,0,116,41,9,15,1,0,1,1,300,1
16,0,31,7,1497,87,0,40,3,0,0,3,1352,0
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
0,0,29,0,602,16,0,12,2,0,0,2,478,0
4,1,30,0,649,35,2,14,1,0,1,1,664,1
4,0,31,0,454,38,27,29,2,0,1,2,1019,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,298,19,0,4,2,0,0,2,217,0
0,0,28,0,1222,91,7,20,3,0,0,3,980,0
0,0,31,0,41,1,2,2,3,0,1,3,34,1
0,0,31,0,0,0,0,0,4,0,0,4,0,0
20,0,26,2,1708,220,0,78,1,0,0,1,1861,0
1,0,29,2,1252,110,249,31,1,1,0,1,2468,0
0,0,31,0,833,76,0,26,1,0,0,1,822,0
0,0,30,0,297,38,31,18,2,0,1,2,969,0
1,0,31,0,585,47,165,21,1,0,0,1,2063,0
0,0,22,0,205,30,183,9,1,1,0,1,2083,0
0,0,21,0,269,33,23,66,3,0,0,3,397,0
6,0,22,0,54,19,3,5,1,0,1,1,112,0
0,0,21,0,83,4,14,1,3,0,1,3,179,0
5,0,20,0,180,26,12,11,1,0,0,1,440,0
0,0,20,0,718,55,1,21,2,0,0,2,611,0
0,0,13,0,305,20,21,12,1,0,0,1,831,0
11,0,12,0,1155,135,78,40,0,1,0,0,1925,0
7,0,10,0,1404,165,66,38,3,0,0,3,1658,0
3,0,11,2,606,39,24,17,2,0,0,2,1083,0
0,0,4,0,946,34,205,8,2,0,0,2,2223,0
0,0,4,0,245,13,0,5,1,0,0,1,211,1
13,0,37,1,1030,77,12,19,2,0,0,2,1270,0
5,0,38,0,108,11,14,6,2,0,1,2,360,0
15,0,36,1,672,66,320,26,2,0,0,2,2503,0
15,0,37,1,1010,72,8,37,0,0,0,0,1491,0
8,0,37,1,653,64,9,35,1,0,0,1,868,0
16,0,37,2,944,88,39,30,2,0,0,2,1553,0
9,0,37,1,643,45,275,20,2,0,0,2,2367,0
18,0,36,3,1470,127,148,45,2,0,0,2,2212,0
12,0,37,1,1613,175,7,46,2,0,0,2,1788,0
12,0,37,2,1049,89,9,27,2,0,0,2,1247,0
11,0,37,1,1180,101,14,14,2,0,0,2,1524,0
14,1,37,0,604,60,15,19,2,0,1,2,864,0
30,0,37,4,1682,219,61,34,2,1,0,2,2064,0
9,0,37,2,829,33,388,10,2,0,0,2,2639,0
14,0,36,1,1710,188,154,32,1,0,0,1,2433,0
8,0,36,2,1276,92,190,28,2,0,0,2,2272,0
5,0,36,0,244,20,7,13,1,0,1,1,379,0
7,0,37,0,207,20,20,10,2,0,1,2,602,0
5,0,36,0,37,6,7,2,1,0,1,1,166,1
8,0,36,1,1373,133,343,45,2,0,0,2,2560,0
12,0,36,2,1566,160,18,49,3,0,0,3,1597,0
13,0,36,2,1307,81,114,39,1,0,0,1,2017,0
28,0,32,0,268,53,23,19,2,0,1,2,731,1
26,0,35,9,1522,99,8,44,4,0,0,4,939,0
18,0,35,2,1163,104,33,26,1,0,0,1,1698,0
6,0,33,1,769,28,7,16,2,0,0,2,806,0
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
6,0,35,1,457,31,7,8,3,0,0,3,279,0
8,0,32,2,1315,103,21,24,4,0,0,4,701,0
5,0,35,0,184,13,16,6,3,0,1,3,260,1
5,0,35,2,115,10,11,4,4,0,0,4,86,0
30,0,30,4,1742,232,7,82,1,1,0,1,1936,0
11,0,33,4,1335,122,262,35,2,1,0,2,2428,0
7,0,35,1,936,88,9,30,2,0,0,2,1092,0
8,0,34,0,456,50,45,22,2,0,1,2,1377,0
11,0,35,1,756,59,179,25,1,0,0,1,2184,0
9,0,26,2,362,42,197,13,2,1,0,2,2060,0
9,0,25,1,427,45,37,70,4,0,0,4,376,0
16,0,26,0,204,31,17,9,2,0,1,2,519,0
5,0,25,0,236,16,28,5,3,0,1,3,452,0
15,0,24,1,337,38,26,15,1,0,0,1,1014,0
7,0,24,1,856,67,15,25,2,0,0,2,1107,0
7,0,17,1,465,32,35,16,2,0,0,2,1192,0
21,0,16,2,1259,147,92,44,1,1,0,1,1865,0
17,0,14,1,1457,177,80,42,4,0,0,4,1380,0
13,0,15,4,774,51,38,21,2,1,0,2,1449,0
7,0,8,2,1035,46,219,12,2,0,0,2,2291,0
8,1,8,2,407,25,7,9,2,0,0,2,468,1
16,0,39,2,1038,80,17,21,2,0,0,2,1375,0
8,0,40,2,123,14,19,8,2,0,0,2,488,0
18,0,38,2,689,69,325,28,2,0,0,2,2513,0
18,0,39,2,1015,75,13,39,0,0,0,0,1564,0
11,0,39,2,672,67,14,37,1,0,0,1,1038,0
19,0,39,3,955,91,44,32,2,0,0,2,1599,0
12,0,39,2,661,48,280,22,3,0,0,3,1975,0
21,0,38,4,1472,130,153,47,2,0,0,2,2235,0
15,0,39,2,1615,178,12,48,2,0,0,2,1796,0
15,0,39,3,1053,92,14,29,3,0,0,3,837,0
14,0,39,2,1189,104,19,16,2,0,0,2,1574,0
17,0,39,2,623,63,20,21,3,0,0,3,567,0
33,0,39,5,1685,222,66,36,2,1,0,2,2093,0
12,0,39,3,841,36,393,12,3,0,0,3,2387,0
17,0,38,2,1713,191,159,34,1,0,0,1,2448,0
11,0,38,3,1285,95,195,30,2,0,0,2,2289,0
8,0,38,2,261,23,12,15,1,0,0,1,526,0
10,0,39,2,220,23,25,12,2,0,0,2,724,0
8,0,38,2,47,9,12,4,2,0,0,2,257,1
11,0,38,2,1375,136,348,47,2,0,0,2,2566,0
15,0,38,3,1567,163,23,51,3,0,0,3,1617,0
16,0,38,3,1313,84,119,41,1,0,0,1,2054,0
31,1,34,2,287,56,28,21,2,0,0,2,885,1
29,1,37,10,1524,102,13,46,4,1,0,4,989,0
21,0,37,3,1172,107,38,28,2,0,0,2,1678,0
9,0,35,2,784,31,12,18,2,0,0,2,959,0
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
17,0,37,2,633,53,46,35,3,0,0,3,981,1
8,0,37,2,76,11,12,6,2,0,0,2,284,1
9,0,37,2,472,34,12,10,3,0,0,3,362,0
11,0,34,3,1323,106,26,26,4,0,0,4,756,0
8,1,37,2,200,16,21,8,3,0,0,3,336,1
8,0,37,3,129,13,16,6,4,0,0,4,118,0
33,0,32,5,1744,235,12,84,1,1,0,1,1968,0
14,0,35,5,1341,125,267,37,2,1,0,2,2437,0
10,0,37,2,945,91,14,32,2,0,0,2,1199,0
11,0,36,2,471,53,50,24,3,0,0,3,954,0
14,0,37,2,769,62,184,27,1,0,0,1,2211,0
12,0,28,3,377,45,202,15,2,1,0,2,2089,0
12,0,27,2,445,48,42,72,4,0,0,4,414,0
19,0,28,2,216,34,22,11,2,0,0,2,667,0
8,0,27,2,248,19,33,7,3,0,0,3,543,0
18,0,26,2,354,41,31,17,1,0,0,1,1146,0
10,0,26,2,863,70,20,27,2,0,0,2,1221,0
10,0,19,2,479,35,40,18,2,0,0,2,1299,0
24,0,18,3,1267,150,97,46,1,1,0,1,1902,0
20,0,16,2,1460,180,85,44,4,0,0,4,1411,0
16,0,17,5,787,54,43,23,2,1,0,2,1508,0
10,0,10,3,1040,49,224,14,2,0,0,2,2306,0
11,1,10,3,421,28,12,11,2,0,0,2,614,1
10,0,35,1,1022,74,7,17,2,0,0,2,1163,0
5,0,36,0,90,8,9,4,2,0,1,2,234,0
