tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
7548,8788,9067,8341,9864,2419,1344,386,2150,5417,8698,2359,8606,1
9091,3668,1482,9094,1870,9637,8902,1082,2971,4719,6520,7059,4428,1
9540,7252,3427,506,2751,2080,7587,8454,1095,7106,584,7125,1142,0
9225,1413,8436,2454,1248,2397,9422,9167,3903,847,2988,4251,2405,0
9132,44,7575,6301,2883,5875,4094,7943,5670,3104,8437,1935,6218,1
9279,1959,6034,500,9035,5109,973,2318,8653,5173,607,7223,2231,0
8330,9524,253,2414,1007,8004,7044,6499,9274,7563,9534,5817,4639,1
2577,7161,6765,723,8091,4759,4462,1191,5087,6013,9544,8126,6265,1
4158,4128,7693,2392,6680,4244,8381,63,9734,8911,6227,6440,9725,1
6153,4364,6491,4136,5621,6070,327,7769,7158,9944,1966,9848,9905,1
9805,2297,4008,7025,5687,5106,7629,1342,6145,6920,3855,2284,4189,1
1788,3238,9353,353,202,7135,9517,8563,3223,3277,1554,6102,710,0
1500,7329,2808,1816,1001,3710,8482,9365,8449,3055,7412,6109,2675,0
7903,9871,8600,7826,7242,9075,2166,639,7428,1907,6747,4295,8994,1
2226,6094,2351,3314,472,4517,9353,9624,2212,6940,5591,5811,5542,1
4737,6700,3825,4230,7896,5536,2684,2547,1765,364,3904,4027,1430,0
8413,5320,3046,4566,4316,8689,2915,4291,3775,8559,9966,7663,9743,1
9484,7307,7955,2958,9971,28,316,2212,9756,3898,1390,3627,7276,1
7664,5823,9163,6695,7089,7192,1134,3761,4179,3373,5333,4378,7800,1
7413,4367,7648,1076,4784,769,5931,8596,5268,525,4683,8865,3200,0
9327,5935,3108,4053,7404,3676,6031,1903,9182,890,8458,1638,5720,1
6939,2780,1104,1043,8609,1066,3474,4809,4909,8306,5055,7258,1184,0
7316,7562,9526,241,4837,797,9228,5197,522,4188,9076,7860,4125,1
2779,1527,7996,2419,3026,5987,1855,9824,6894,8628,1249,1471,1255,0
3542,3368,7726,402,4891,1176,4070,9876,8894,3355,9907,8716,5275,1
7007,2328,9515,4931,2659,8638,8620,1034,3420,3655,5448,2087,4392,1
6782,2853,7081,5499,1628,9087,3741,7240,599,6357,8778,9771,9254,1
622,6038,6444,2368,6596,5526,3772,3522,3852,947,2232,2849,807,0
244,6270,2125,7333,6654,2524,9653,560,3808,9327,3899,3294,4265,1
8835,8270,5286,797,3623,6853,2982,7043,5010,2868,9537,1596,6702,1
2821,9534,9065,2162,1408,7823,9925,2821,6348,9193,8239,7350,7615,1
8294,7263,8654,5003,5744,2110,3888,7992,8184,2304,8781,3462,9279,1
8937,6793,2710,1685,2772,6086,9619,2377,9259,1777,3905,8658,4157,1
2227,9039,166,7184,8516,6733,1288,1500,5217,7688,7583,6651,3942,1
4229,2275,6427,7212,1337,8174,8198,4367,1620,6123,9895,3332,7148,1
1616,6232,7386,4099,7396,2958,8312,352,201,2928,5490,1072,3130,0
4798,4521,5101,1109,6809,7060,3184,2250,8491,7557,2434,5044,7668,1
1626,2240,5995,2488,5624,7270,1227,5662,9807,6247,8302,6472,7422,1
7208,313,6495,167,3530,8001,2766,6231,1831,5221,2854,3074,901,0
5443,2537,455,5160,6394,1569,2855,8683,1774,237,2941,6865,764,0
707,5496,219,4569,525,5282,8732,9201,512,4706,9269,5010,646,0
7179,2268,9987,6572,3912,5686,1878,8868,7209,7139,6309,9484,9284,1
2425,6639,7628,3616,8702,2185,3552,3447,3863,2253,7061,263,3941,1
6937,4721,3954,244,6322,5886,3200,4140,8742,2127,6119,8423,4314,1
6450,4022,1572,1113,4465,5027,2735,7946,7782,2921,4602,1504,3120,0
573,5122,2703,7614,5977,7163,1283,5207,9499,1432,1667,1622,1531,0
5882,6478,7354,3768,779,7778,5856,8558,5963,1201,2888,2460,4600,1
7074,8740,8950,2627,7413,2610,6227,2763,8240,1048,1416,9536,5754,1
5340,7751,6922,543,4662,3417,4264,7786,635,1395,6777,9596,1437,0
5215,7389,4472,5200,7325,3764,7863,128,9368,565,3849,8012,9039,1
9261,4543,6260,4933,9324,6385,855,245,5464,8028,3297,2676,7420,1
6360,5597,6599,8711,7884,6410,3092,1290,2603,2410,3666,6398,6826,1
6555,9785,2079,7400,4626,8066,7345,100,9798,7822,4069,6439,9359,1
1746,4174,8120,4342,993,8505,4640,8428,2945,8865,4831,6915,7645,1
1238,2504,2057,8440,7114,2006,3364,6689,7329,9413,4154,6132,1377,0
4326,3950,9162,3159,7137,1525,8534,1948,7198,9264,4535,408,6994,1
8273,902,8713,9958,7499,2091,3105,6254,1085,5963,8343,2873,4552,1
6679,7054,6225,2092,9615,3106,2987,73,531,8167,647,5987,3959,1
9649,6039,8801,6285,7311,5636,4920,1233,7916,528,4637,1326,6947,1
5265,3646,8970,1156,9881,1018,728,2284,4884,5728,2202,885,3016,0
7568,293,7034,6151,827,5146,8296,8619,1135,2621,1165,8957,3560,0
9692,4219,921,6342,4944,1864,3409,9792,189,2412,7420,6476,1488,0
6936,3994,2403,6523,9199,3624,2138,2145,998,2477,3926,9406,5548,1
8838,2775,5082,6786,7193,1829,3260,6849,1313,7471,7779,5316,7506,1
1372,2888,5157,5249,2399,1526,7505,9661,7468,2988,1970,5716,2894,0
2904,9455,9286,8347,2763,4119,7397,6591,8183,155,4546,6728,6045,1
5231,4920,2771,1819,7078,6339,2263,3506,2713,8219,5471,2937,5760,1
2015,4524,5614,3614,5144,6653,7652,491,7826,7565,9161,2668,9129,1
594,5777,6841,8349,4176,7258,5762,3058,1418,1836,5807,653,2184,0
4399,426,4697,7748,3883,5460,2820,8208,6402,9090,1531,5335,2598,0
135,5605,3410,7236,3944,5724,2463,8201,9801,4318,8972,5876,3976,1
3825,1200,6716,4983,4266,3426,8832,3703,1294,9932,8631,5654,6034,1
434,4938,104,4788,9041,1647,6333,395,4398,4899,5330,4371,898,0
7223,4515,1896,6461,1614,9368,7403,3322,2956,6645,1790,1885,3640,1
6690,9008,6689,2015,3308,5720,5917,5647,5587,6650,974,1819,5801,1
6591,1810,3562,5917,9662,5160,250,503,8171,9450,8406,9394,9836,1
1058,9399,8977,3573,8419,4621,4742,370,9283,3237,2731,6326,1219,0
4815,3305,9784,6094,3082,8942,406,8242,7488,6866,3065,4158,7326,1
2949,9831,1455,4605,8967,501,776,7292,454,9391,1843,1912,4195,1
3020,5889,6615,6203,3488,3854,7318,5885,840,8792,2442,2902,6204,1
544,7197,3366,7937,1745,6249,6369,7246,5418,4708,4198,4965,3539,0
147,95,6783,102,9787,87,2904,2079,2310,963,1457,4637,722,0
7831,9413,5516,601,6077,5773,5062,2699,479,1620,8061,1137,2775,0
5368,7234,3783,4615,839,9754,4351,7927,9984,8141,3850,9566,9970,1
1407,3419,7387,3412,6507,4668,3226,5049,4220,1437,7764,1583,2869,0
2695,7790,1064,3531,4581,4243,7568,3748,1081,5639,3064,5858,2410,0
6029,2886,3886,5411,5884,5718,6568,1497,1957,394,2380,3064,448,0
8336,9385,4423,4475,6795,1784,8912,1819,6437,7401,3752,4651,8518,1
5455,2210,4030,2624,9821,3121,252,1320,6950,9342,9429,7917,9928,1
1272,5448,7260,2242,1848,2915,9376,7382,2959,8440,5456,6541,6372,1
3260,6142,7302,8493,3137,731,8232,8544,2318,9516,6752,9465,9803,1
3428,1465,4941,2165,7374,1571,5650,4439,6161,4702,4398,2115,3070,0
9086,9404,9152,7352,1522,6933,3827,9540,3593,8187,2449,7918,9263,1
769,8074,1666,968,2028,7965,1419,9949,8495,2387,7099,9711,2821,0
7489,2070,9957,7395,6100,4475,1927,7100,3403,6780,8062,999,5347,1
3983,3116,4333,3205,4049,8582,5335,2336,1720,2845,9122,6047,7077,1
7143,8604,2189,5145,3460,1117,7691,8288,801,6593,1150,437,2999,0
1581,8343,585,6948,9341,5177,1771,497,6150,5213,3892,6006,3246,0
5449,4151,5163,3641,2505,6832,3519,8184,2847,8955,4983,2471,7598,1
4989,6939,4137,5140,4648,5302,4783,5400,104,9357,5508,9399,9467,1
6116,5310,3795,3866,4705,7564,618,7227,9292,3953,6074,262,7918,1
8116,8559,3197,6855,5517,744,5682,7888,1748,9504,9841,8744,9562,1
7872,9688,2443,1866,6336,146,9931,3128,1714,3872,6077,5284,1727,0
9586,9657,659,6470,7366,4260,2370,5043,3122,2998,9400,8601,4055,1
2839,6398,6680,3960,2471,4317,9480,4797,1027,1789,6393,2677,3771,1
5032,5981,1650,357,9373,2959,1366,2938,9606,6031,2719,6363,5167,1
7988,3508,3955,9719,5870,3361,3610,6824,343,9776,6674,8345,7196,1
6258,5477,9886,426,6152,1798,7918,3717,5488,6445,4195,9767,3859,1
3123,9070,2675,1396,1525,8061,2404,9829,9012,4776,9536,6647,4221,1
2472,1088,3142,7542,3500,9160,1764,6115,8302,9511,4953,6850,3906,1
3717,2762,6489,4650,7694,5360,634,5097,6667,7202,6392,9537,9817,1
3546,9792,5623,3263,7298,6361,4333,1113,3409,8698,2468,3603,5598,1
2895,7485,9705,7530,1086,7963,9990,3421,5600,6326,9671,6436,9379,1
2295,7849,2837,1732,9659,2335,3305,299,7959,2811,2990,2095,256,0
661,7949,2553,5181,770,7588,7009,7628,3035,4071,8227,4303,3112,0
536,9803,5694,9806,4922,9472,5176,442,4531,7350,7426,1659,5423,1
4637,5915,4875,2479,8188,393,8637,1183,1209,2890,2540,2915,870,0
3610,5612,3463,2683,5767,7017,1209,5730,8166,2919,3416,5386,6475,1
692,1307,4932,8057,2887,7369,4458,6074,233,5280,6014,8284,4763,1
9206,7488,6884,5669,9466,5014,1799,123,1257,4578,1248,1728,3488,0
2020,4603,1625,8335,4278,3012,7145,5791,3723,2269,1070,3352,972,0
1706,3043,3148,6024,2320,1229,7900,9718,9685,131,1504,3321,1110,0
1207,1351,807,9048,4921,4471,6795,3824,3855,5974,405,4531,1452,0
261,1576,7630,3405,7403,8051,1772,1787,6622,5137,249,9334,173,0
8438,5907,2652,3743,3915,1148,6920,8362,2836,7556,3337,9333,7959,1
3386,3399,7269,1471,7048,624,7851,3683,3424,4445,8482,2642,5041,1
7409,5579,5006,5460,5973,2968,4359,6337,980,5704,1533,9336,7565,1
1028,3194,3669,75,9451,1111,2239,3640,7266,7382,3313,1073,1013,0
9263,8228,412,6672,7387,2120,5032,4481,7795,2765,859,8879,8157,1
8455,5008,4763,4024,9391,3719,2016,1471,8830,6491,5160,7012,9535,1
7122,1603,3025,245,8077,3175,5156,2106,6553,2828,415,7698,377,0
7504,9212,688,906,1188,5454,6753,8930,3806,9325,1826,4051,4448,1
4045,9366,2193,970,1105,3968,9331,8029,3374,4781,4903,422,1851,0
7329,5976,1316,1564,2540,8372,5897,4218,188,1468,462,5377,881,0
7901,5779,5162,4712,228,8125,9337,7500,2083,2018,1908,5123,3549,0
8647,6707,5859,4521,9887,2007,1267,636,7009,564,5263,9734,8742,1
9563,6036,4598,1324,4684,8205,3867,3361,9366,2295,5901,1353,6484,1
6899,8637,5987,6894,9018,746,2405,5301,9918,5545,984,5358,9234,1
7096,6957,8220,7621,2406,5498,8126,5059,3100,313,1587,9064,6742,1
179,1148,1814,8714,1753,1739,8844,9266,7236,4018,387,3355,1057,0
440,1870,1604,4185,1741,3117,8562,8190,6566,1433,3368,5090,1563,0
3878,8267,1377,5014,2645,7131,2223,8961,6242,2472,5293,8230,6038,1
528,3662,6073,8743,8353,8452,713,692,9077,2469,2665,3460,973,0
1087,1118,2422,940,9070,3110,631,4541,5949,400,5308,7759,337,0
2216,8638,8993,7235,5220,5052,8332,1305,6178,2514,8022,819,5175,1
6972,5641,1808,4726,3099,9725,3439,4396,9742,5270,4506,4690,8575,1
8528,7672,9769,2095,1747,4402,7495,7963,5449,4718,6675,9084,7372,1
2443,8093,6086,2369,3807,1209,8295,7081,1692,1514,926,2316,201,0
5708,9696,8473,8985,5127,144,8550,6129,7002,5586,6671,2464,8957,1
972,433,5401,4484,5738,6910,1761,5333,822,3302,9529,5472,4670,1
6015,8496,1505,3299,180,9874,6686,8864,6933,9106,3467,4071,7436,1
4467,1371,6803,8676,978,7553,8193,5875,4064,6732,7381,2437,4949,1
8903,1395,8275,2984,3344,7176,2048,8008,464,8164,5041,8862,2123,0
4512,8199,3436,2418,2880,5795,8532,3587,1205,9011,9152,1362,6425,1
4475,8457,7303,7466,5715,928,9187,3923,4774,6254,8015,5204,9460,1
2798,1840,4437,3107,826,9786,5338,6937,2373,4788,7469,176,2488,0
6198,709,1466,673,8605,4657,950,3745,9079,4607,3601,9539,206,0
6583,2928,7328,1926,1910,8377,4151,7005,9288,5375,4258,4679,7292,1
4848,7323,2440,1773,4109,2767,9693,3700,8309,7864,6680,9634,8574,1
9643,6832,4317,3533,5164,5834,546,8382,136,8137,3985,164,4401,1
1297,4641,9810,1978,4872,6838,1135,7200,5535,3939,5637,8761,2749,0
8781,6569,6900,2528,5752,35,4610,9331,4674,6649,4871,1458,7388,1
2182,2077,7784,6559,5179,2232,8641,3867,477,2124,8034,9710,7876,1
4514,8916,8122,3899,7560,4149,4633,2575,2950,7500,2473,5172,6762,1
5936,8141,2487,2998,2611,5128,4067,9168,2576,5470,4083,3498,3767,1
4975,9654,9215,6798,2815,9479,1721,6818,6503,1472,973,7152,6684,1
8066,6954,9672,1635,4215,8714,4941,2374,560,1293,6396,6626,2918,0
266,1909,2734,5453,2684,5878,5757,6599,3886,8740,136,8873,2750,0
7141,4341,5132,9194,5976,261,6192,7201,8831,6132,8411,382,9245,1
2447,8843,8132,5067,5233,4345,1325,9005,1094,7893,5257,5926,8066,1
7259,2120,1098,4276,3989,3860,6818,5661,466,41,3284,8124,2273,0
380,1482,8666,9138,9441,230,4680,2117,5048,4510,1329,7636,2696,0
9119,5139,357,6827,1732,4733,5895,9258,3581,4610,5247,2797,2534,0
2751,8759,977,7292,4286,4132,9723,2083,1451,5696,7842,3369,2380,0
2150,3405,1606,1033,6942,3568,8266,481,2568,3460,8952,646,1389,0
4505,8016,3280,6897,1876,7585,9239,2777,5200,3428,8661,5248,7948,1
180,740,6842,5286,9968,20,2036,612,4286,9855,6421,6849,2665,0
1840,8017,6830,3645,1085,7246,8570,5559,8527,8682,5583,5360,7750,1
1300,3890,9846,6704,4975,1358,4339,9327,5442,2156,5209,2682,2509,0
4416,3056,6425,2271,7326,8846,2292,614,6191,6188,4828,7181,7755,1
2283,4733,7319,9490,7476,4741,2446,4288,9367,861,6180,6592,6004,1
7513,4728,6234,1729,3103,7280,4766,5512,6203,4437,4009,9316,6369,1
1771,1221,5255,5845,6447,1641,4090,7308,3166,9732,263,5936,784,0
3488,8018,1012,1551,2796,5660,8054,4331,5905,3182,2832,9849,1323,0
4868,7787,6194,4026,1373,6011,9835,4792,4682,4324,3150,742,4833,1
863,9972,5125,6960,59,9394,7854,9575,6623,1809,4445,4481,2422,0
9872,5949,7231,7931,5098,4899,1206,8753,3801,5680,9279,9423,9868,1
7817,9520,4046,553,8956,4098,2996,1522,5427,4426,1658,9957,2228,0
1936,1714,1902,2977,1150,4872,7658,8687,9771,2628,4019,2773,3191,0
8615,6748,268,6654,9404,1447,4965,758,5585,2650,3263,7696,6145,1
7672,7740,8179,7912,9930,1261,81,1944,7564,4053,9801,2732,9635,1
2251,6768,3371,7013,5514,2980,3623,7713,3521,9465,2642,3958,6943,1
5725,7923,7539,294,6210,4049,5387,3928,6270,1556,1347,8371,942,0
4251,6071,963,9979,633,8501,6381,7869,9793,33,5097,1600,3072,0
6797,8426,6787,1292,3980,7302,9052,2,6693,6414,2556,5121,6594,1
7386,4598,2395,1808,2894,7110,2571,8202,8061,8513,5699,2542,7489,1
6848,8324,6121,1135,9158,2109,2695,3230,6696,410,4376,4495,4138,1
1334,7958,1052,306,7924,3497,4361,2855,7673,950,704,9121,40,0
5695,6076,7546,3067,8991,3977,14,4522,1259,7078,2811,2507,4905,1
6203,9664,504,5941,48,9774,7720,9551,9519,6272,8023,9094,8235,1
7517,7857,168,560,5791,4117,942,8863,301,4660,563,2489,286,0
2710,4395,9416,593,545,7466,9540,6134,5577,5354,3303,5837,1765,0
7900,909,2327,8511,8824,933,1475,6511,2225,5820,6132,2075,940,0
6776,2741,3934,7763,5133,7428,2002,5391,2321,336,2741,8292,5272,1
4710,6778,8291,2524,9692,4227,163,1364,4149,6766,6312,1386,7441,1
6223,3109,2985,7687,6532,4372,1632,6913,9329,9405,1947,4743,8723,1
997,7505,6697,7959,8685,1248,5432,2537,1114,6905,8493,6493,9094,1
1686,3728,9550,3487,8022,1639,3154,5758,7608,2673,9910,5437,4538,1
5955,7420,9740,3741,3905,8696,5806,1946,5752,1824,6222,9768,8137,1
2560,157,6177,9472,4462,2532,5660,7518,2885,3934,1428,1457,360,0
2031,2637,5518,847,9423,509,5191,1400,4725,1613,5351,8850,1980,0
6424,7961,965,6861,9225,1425,4064,2343,1645,5477,2492,6609,5653,1
4278,7737,375,8077,561,9292,9222,4506,1836,9395,8501,3376,4130,1
1940,1867,4002,7550,350,8766,5781,9583,4764,2307,7489,6905,5132,1
7098,2953,8326,8400,6536,4209,292,8410,3687,6413,4731,1690,5380,1
8536,5431,6241,8186,7011,5004,5900,1313,4418,9351,640,9497,9400,1
5767,7025,1751,3661,4460,1510,9533,4672,5821,4860,1224,8986,7404,1
4494,8672,7585,6807,6191,2439,2104,8853,693,469,8765,3788,6245,1
2557,7519,2812,1333,1740,7666,5820,6386,4085,6694,4917,390,3039,0
3447,7555,5393,9372,3943,8439,39,7911,9371,6306,91,9567,8570,1
5325,620,4273,6749,4299,6157,5801,3958,9803,216,9559,3480,8945,1
5640,6814,4187,7653,6501,7959,4764,231,5755,2736,756,9584,8283,1
6681,8114,6213,2364,9917,1675,382,1493,4782,5036,7853,7716,8584,1
5275,7093,6952,4801,6753,142,4899,7536,6118,94,8713,2434,7499,1
4864,2213,4807,1700,1199,9677,6604,4827,9712,9728,9465,3944,9824,1
5066,7965,9277,5366,5616,1193,5882,7098,5333,9295,6807,5973,9713,1
124,3586,2148,2438,5594,807,9433,3957,1750,2940,981,7420,694,0
9555,1268,5887,140,9616,2001,892,3272,1337,5912,3503,1518,90,0
8739,6125,7806,4886,6623,2012,2458,8314,5969,8676,6547,1564,9266,1
8845,1322,90,9079,2103,7566,2949,8695,3062,5364,170,9454,4675,1
4246,880,5673,6149,4815,5896,2998,6362,9977,7872,5404,5560,8244,1
5126,8143,7075,987,3777,8107,2635,5879,2238,6979,543,4483,3025,0
4555,159,4690,8838,3254,676,9017,7663,5498,5017,5806,5272,4169,1
6017,270,457,8084,5835,4035,8517,1295,1696,5607,3545,5802,72,0
6139,2347,2137,62,4497,7365,3512,4791,3562,1443,3706,6168,1044,0
2924,9624,384,3983,2238,8997,4157,5807,4988,2863,4762,4730,893,0
5849,504,3060,5546,7874,1121,1268,8417,5302,7060,8231,7915,7106,1
2211,439,4984,4127,259,8370,7988,8409,9124,7516,3034,631,394,0
2057,2588,2746,1386,6098,5606,2637,5265,5625,1968,6288,6696,3212,0
3921,2692,4440,5307,3052,3644,8001,5982,3652,659,7001,1798,3544,0
9973,8561,6760,661,8466,4291,5026,319,1829,7524,6506,4325,6103,1
3442,7998,2363,1094,8771,3649,3998,1376,976,4323,7107,9828,177,0
4018,8732,2126,9605,6086,3584,2918,7023,5958,7617,5825,1927,5522,1
2407,5209,6682,8432,3791,7705,2140,6755,2500,250,1817,5629,2929,0
1237,659,1966,9293,7618,9148,1854,250,8492,4398,127,4467,1520,0
1652,8831,277,3680,8120,3040,4726,2595,6972,7275,2207,5098,2100,0
2257,6507,4417,1032,2364,1584,9531,7643,463,8398,7348,1305,5747,1
6892,862,8416,2570,7045,1057,8311,2792,9199,7584,3010,1110,3899,1
9271,2523,3391,5455,4363,5153,7735,2957,5238,671,9504,859,3561,0
1568,6307,3304,7135,1115,7485,6773,7032,5699,2679,108,8999,4565,1
8014,5421,6642,5202,7178,5736,5686,535,6803,8944,7581,1891,9654,1
7003,2942,4644,5853,1969,8586,1377,9478,3539,8684,9477,9329,9911,1
9952,7224,5750,8053,3172,4160,9162,4139,1843,4694,6282,2518,6804,1
2913,4708,2260,779,5093,6685,287,7896,492,1770,934,6194,437,0
3178,9788,7423,5828,3417,5701,8868,2583,2584,745,2936,9793,6068,1
3432,6235,4348,6586,5590,6679,2485,5042,1482,4151,3087,797,2068,0
8968,2806,3442,1275,5535,1435,2975,9872,6165,6498,7130,4798,3372,0
9721,2684,1677,3674,8453,1303,4479,3894,58,5682,5070,8539,3730,1
8319,2698,9920,706,2420,7917,7765,2980,1298,2426,3115,1182,410,0
4093,7572,7460,1017,6551,5774,1219,5893,6218,4173,4804,8475,4676,1
3906,933,5989,1756,7442,6117,4628,808,5859,2222,9266,4675,5732,1
4896,9847,2954,4893,1378,6912,7582,6135,7185,199,1405,3812,3489,0
1566,2724,2414,2056,4480,9545,2887,3252,5708,5565,3577,4016,2496,0
2720,8835,5398,931,108,9104,8331,8668,3720,3975,5006,8323,1712,0
7383,294,7587,1924,8249,3350,1651,5094,439,5165,2895,2648,521,0
2046,18,2055,9040,6386,8921,2842,1366,3168,848,6376,7760,3290,0
8304,5380,1575,1912,8344,2420,2101,5358,3832,1974,3852,4476,1569,0
4503,3163,6965,914,3246,6210,3562,7592,229,3699,9585,9039,3517,0
5222,9262,879,841,1629,1980,8269,9818,6532,8500,9666,8177,1770,0
6759,1491,908,9752,1716,6083,9783,4046,1323,7787,8854,8537,899,0
8953,175,4402,9286,4348,4959,4382,6519,2102,502,6216,3016,3118,0
7465,936,7143,5822,9361,1271,3089,2963,4147,4416,5365,1268,3741,1
9161,2664,2360,7176,7877,5598,4167,1037,2864,9427,7755,5030,4884,1
3701,8422,5100,6782,1514,9760,4161,6392,6446,2635,2123,5368,5958,1
1125,1935,7434,454,2342,747,8841,9210,2853,335,2617,295,123,0
8848,4059,3775,943,9516,5115,594,967,983,5330,9259,6703,4220,1
7105,8857,7631,9245,3310,8305,3084,5890,2443,6880,7403,1274,8352,1
480,7526,1370,9883,7018,5564,1508,5132,7013,9900,5457,210,1568,0
993,4590,3320,5073,7134,2692,7485,1833,5290,369,6487,2863,808,0
9895,8572,4412,1503,2244,8307,8737,1906,3663,4005,3031,4382,3387,0
9868,8523,7709,4725,1048,7522,5001,8954,8969,3050,7423,9407,9696,1
1234,3641,690,3369,9445,532,903,5581,357,3959,9315,4626,178,0
5718,6759,7649,5015,721,9459,6157,6796,2390,4117,442,8772,6559,1
3395,3787,9471,8863,661,8585,9306,4737,9181,7055,7310,4701,8288,1
1790,3230,6361,6192,6055,9976,99,3483,5536,5941,3151,7722,6661,1
6748,4469,5781,2647,4924,4431,9468,1188,751,9889,2570,5026,6039,1
6399,4144,2562,8097,9607,145,5490,593,7457,755,6250,9063,8243,1
8817,730,2655,28,9992,387,695,581,1653,6870,2722,8613,861,0
1471,6119,3619,6000,7876,4359,3805,2638,4720,7034,9826,3335,7929,1
476,2085,7991,3185,8779,5867,3140,1,6788,6955,7427,2260,1156,0
1514,4591,1296,6311,4188,9822,2245,3991,8795,5788,939,5330,3801,1
6522,6034,6745,4930,6970,9983,1610,681,1819,1682,293,70,535,0
2382,3154,2895,6717,9234,23,4296,3487,2633,7300,5648,6878,6618,1
7477,1876,379,1530,2405,1030,9991,7666,7097,8418,8167,4125,1923,0
2981,8641,1420,7610,2988,8379,7634,1709,5177,6005,1706,1120,2964,0
7966,5744,7485,3181,8941,954,3350,4350,4373,1983,7155,8610,7874,1
6610,9627,5875,2566,844,9596,8373,4052,5047,6200,2087,2474,5814,1
8204,6744,2875,352,3603,4033,7641,5228,2752,1327,8993,9469,76,0
7126,3594,2143,6558,6380,5313,3591,4230,9362,2513,4788,4007,7015,1
3596,5601,6147,5438,9063,4161,3108,1036,2331,2028,5982,8093,7758,1
8357,897,5410,2855,8053,1272,4578,4641,3363,9468,5502,6186,2730,0
8191,7781,6623,3688,757,9730,6225,6314,9323,4943,3639,884,8374,1
3053,586,2925,5655,2982,8180,1339,8215,3132,7618,7452,7253,4727,1
6778,2096,9477,532,8423,1109,8385,238,3137,1005,2615,3729,1129,0
9039,7376,9293,5659,6093,5727,662,7123,6144,6390,5741,5357,9383,1
3151,6399,2495,8111,90,9912,9165,7277,2002,2585,6179,5273,3781,1
829,5968,9171,225,5426,1545,6521,6349,8563,1551,4689,2185,2614,0
3210,3512,4637,5946,9525,1887,1618,3137,2578,9849,3879,6646,8619,1
6842,3253,913,5054,1242,6636,8903,5475,2422,211,8863,4443,617,0
3321,8135,59,7121,8496,4892,1646,3026,4846,3585,8329,1941,978,0
3892,7745,4726,0,6599,1818,5940,5061,8471,5144,1620,4186,3408,0
1621,2283,1060,5752,3348,3206,8071,5951,7670,9714,309,5427,3631,1
7467,6196,1640,5530,4488,8210,6155,1316,9747,2265,8046,7039,8287,1
260,212,5644,8283,1162,5916,8738,6537,3178,7921,4658,6219,835,0
9359,4578,4000,907,9180,1653,2890,3420,9988,6157,2692,430,6535,1
1426,4409,5059,910,5681,7267,6665,151,3009,9767,6614,1684,6183,1
5681,1883,6071,4145,58,8598,9367,8881,9949,201,6990,8692,9655,1
8231,3806,5855,3790,7771,4335,2914,3713,9654,3472,2953,7235,8403,1
2324,5034,871,129,777,8449,4287,9463,7174,2193,5178,4976,84,0
1976,494,338,7830,5782,3735,828,9372,9823,1939,9858,9028,3154,0
3310,9347,3337,6444,3695,1876,8022,6872,3933,3908,6270,5028,5599,1
5759,4493,6107,8257,5787,2623,5732,5573,3045,7267,5843,8296,9385,1
7355,5503,2903,5137,5669,6118,7772,213,984,9185,9087,9093,9757,1
2532,1951,8586,7675,9110,6199,1277,711,8674,1484,5527,8789,7021,1
9880,9453,7626,8806,7643,5457,5098,642,9230,3279,5640,3172,9116,1
644,6926,6420,7489,5292,1050,4989,8550,7474,6740,2021,6303,5244,1
2303,4876,3702,268,965,7624,5162,8889,7170,8029,4789,4219,5474,1
7249,2883,9073,5161,7096,5599,3270,3211,4728,7977,9590,2017,8033,1
641,2714,7965,7742,4399,2386,7297,6122,1799,4379,9438,8264,7883,1
1927,3496,7183,1147,190,8348,9346,7613,4586,417,1050,3961,1287,0
8332,771,5106,4352,2801,3627,5320,9088,4404,2570,7165,2436,4320,1
2837,7535,2672,2386,2604,719,8662,8997,5499,5433,5679,1776,3440,0
6933,4195,7984,9363,3094,6878,3753,6939,6223,9027,36,5851,7981,1
4122,3625,1209,170,6783,207,6844,5483,2863,2627,3587,7479,313,0
9382,9802,1553,1055,6716,6279,144,6205,6727,5577,8609,6808,2884,0
1211,2012,9587,4877,5057,8032,2852,4026,4790,6636,4394,574,1818,0
