col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
201,231,203,92,250,397,484,495,635,435,592,553,528,429,459,422,206,260,441,275,323,1
266,287,308,228,181,404,543,427,456,374,107,335,390,378,516,552,524,202,359,318,325,0
140,424,266,326,71,313,517,291,481,389,628,694,486,712,275,289,278,265,455,411,234,2
213,227,85,198,204,316,487,296,298,458,387,504,363,478,492,311,221,410,213,349,197,2
164,203,278,399,230,270,319,315,663,476,629,583,588,375,389,463,387,227,302,278,336,2
220,418,298,619,310,325,300,407,590,335,557,496,397,209,144,159,272,406,229,461,67,1
236,187,383,385,365,455,583,295,503,394,523,553,475,298,165,166,200,210,149,385,289,1
381,278,273,304,332,363,336,398,270,311,244,275,274,601,533,344,618,355,524,405,371,0
192,497,377,445,361,466,526,382,424,297,95,330,513,386,392,331,291,415,357,168,259,0
395,303,319,360,309,410,219,65,321,311,65,488,553,690,634,490,566,472,539,224,228,0
386,361,211,218,284,287,314,411,133,246,207,320,429,671,715,499,724,607,478,550,264,0
204,359,238,193,274,350,298,264,283,406,518,594,417,476,694,426,513,176,105,373,351,2
238,425,101,356,215,218,240,457,685,673,668,494,343,403,387,376,355,46,344,293,113,2
191,269,152,254,232,217,133,143,150,91,186,364,690,640,694,600,658,488,466,409,306,2
276,106,169,210,308,347,571,416,647,724,598,460,397,423,349,458,217,176,329,335,223,1
343,117,126,329,191,222,480,366,657,565,720,484,639,272,379,200,250,137,251,152,136,2
395,296,302,348,520,526,491,420,634,509,498,428,174,381,222,207,256,151,250,307,147,1
288,198,228,314,408,562,454,314,387,367,82,215,126,200,237,123,151,158,188,366,331,0
329,358,431,599,653,570,661,512,732,336,266,123,172,123,216,23,207,93,170,228,261,1
196,35,289,410,91,244,206,182,120,53,199,402,699,798,706,646,673,414,594,385,314,2
187,408,526,418,702,483,601,546,415,423,419,190,285,254,338,491,207,127,203,287,346,1
125,365,225,131,509,26,13,307,41,131,212,524,616,788,784,539,715,548,419,546,223,0
275,248,180,344,63,14,22,187,289,64,332,303,464,619,682,462,607,529,337,456,258,0
452,352,95,154,126,344,293,316,324,428,413,405,509,466,437,398,539,521,426,464,212,2
133,232,161,356,303,28,235,379,253,326,160,395,515,763,595,509,284,420,384,223,282,2
313,297,555,334,529,579,851,569,516,259,297,98,433,361,330,325,187,173,363,267,189,0
262,242,314,337,466,435,451,545,554,427,659,318,316,328,302,166,462,238,177,9,355,1
229,242,133,280,93,331,302,194,225,369,299,265,536,438,659,614,579,481,334,391,185,2
367,214,444,595,419,535,770,547,417,480,407,219,308,229,86,218,137,146,216,348,196,1
25,322,277,552,512,602,746,644,559,270,338,153,222,202,408,278,338,276,215,341,165,0
294,265,294,445,454,437,377,447,319,282,235,236,254,293,483,615,421,134,398,355,326,0
113,155,278,523,484,503,640,503,516,383,393,192,341,142,334,94,170,259,253,408,249,1
211,253,374,103,149,127,322,529,453,593,554,481,657,408,284,195,438,280,246,336,80,2
215,210,289,240,262,179,366,408,654,375,463,684,580,449,456,407,463,122,212,228,303,2
400,332,146,339,287,261,260,380,57,154,277,225,461,424,516,481,512,581,262,424,292,0
4,340,316,247,258,248,131,266,209,287,248,511,482,474,847,418,467,446,515,238,156,2
223,401,365,415,296,301,361,393,285,266,10,207,275,645,525,395,466,598,423,209,190,0
374,194,479,375,585,799,803,750,486,241,310,113,3,270,163,206,250,328,343,234,179,0
6,237,363,227,509,454,491,610,647,430,571,358,293,239,155,300,91,195,232,341,222,1
136,210,399,308,388,246,202,445,368,502,613,482,447,478,393,279,222,315,374,356,276,2
292,202,242,417,357,222,269,254,239,204,155,425,565,615,628,400,422,390,379,458,275,2
207,116,311,35,185,283,67,265,415,373,563,465,481,566,557,390,171,335,280,259,90,2
169,421,398,632,443,699,674,677,482,377,329,299,57,126,384,139,214,311,398,393,192,1
133,181,403,254,276,595,558,656,470,516,437,511,373,316,422,155,181,42,302,259,234,1
187,174,226,143,263,404,212,544,426,403,508,608,533,434,562,331,565,508,278,207,228,2
382,215,27,140,306,272,180,328,248,479,440,377,585,537,478,456,369,357,390,331,127,2
273,369,174,269,307,688,642,655,637,472,605,399,194,226,291,110,259,174,5,181,365,1
194,278,368,165,451,454,506,495,602,497,462,353,453,271,436,220,131,196,74,10,395,1
90,202,386,624,729,526,676,589,379,372,144,163,45,224,5,244,163,228,214,322,101,1
313,267,116,457,403,173,184,392,573,510,576,586,547,571,504,552,294,409,280,133,105,2
279,384,299,291,461,549,437,337,601,120,333,355,286,470,471,455,281,187,376,263,199,0
202,250,385,262,23,197,387,476,702,331,631,330,390,544,135,255,315,244,251,374,301,2
259,299,505,264,311,445,662,566,605,504,435,343,260,454,140,295,276,22,248,261,338,1
171,280,603,515,696,705,588,526,396,301,165,298,41,282,288,152,268,138,263,258,250,0
285,329,433,422,631,707,711,522,633,480,489,135,234,371,61,291,368,131,422,332,192,0
240,279,221,405,442,423,374,544,562,39,105,377,218,320,379,349,485,156,367,241,104,0
184,60,191,120,56,146,212,375,351,62,151,362,624,683,710,484,244,395,468,441,315,2
220,388,282,268,299,605,478,330,347,304,154,333,446,385,413,429,279,274,369,211,245,0
307,288,141,219,429,600,376,110,270,89,176,223,495,563,493,671,598,358,336,140,345,0
387,451,384,358,370,638,688,512,461,434,404,402,168,261,441,0,281,115,287,254,382,1
408,325,371,591,698,567,796,689,694,314,374,297,287,335,201,299,345,154,354,209,162,1
153,396,335,630,410,672,666,660,619,381,259,366,129,143,65,139,114,272,37,329,193,1
239,221,31,179,177,231,371,481,376,378,619,512,454,597,363,316,352,360,21,221,262,2
322,215,276,386,350,456,625,511,455,324,224,129,205,262,233,274,227,265,165,204,331,1
236,29,301,417,181,394,448,462,621,516,475,390,517,281,221,302,177,386,187,253,299,1
105,482,436,301,469,514,725,619,633,444,318,165,125,3,308,106,362,233,284,274,181,0
404,143,46,312,347,474,345,638,460,630,490,621,463,528,408,309,266,29,308,257,184,1
46,352,285,362,280,124,118,161,318,193,253,346,573,758,872,641,578,569,565,425,302,0
439,301,325,347,89,243,358,175,188,134,478,266,494,616,701,657,480,423,444,297,180,0
309,199,237,246,201,425,333,492,448,545,548,558,452,460,323,1,173,130,229,286,422,1
373,331,204,313,443,292,396,553,190,342,185,231,375,603,443,503,482,425,304,157,258,0
394,178,422,349,475,332,276,210,250,172,255,326,492,444,545,624,586,415,354,377,329,0
413,275,355,266,184,276,409,213,307,332,194,113,546,374,607,604,561,371,442,344,148,0
435,36,370,130,251,305,296,360,631,405,613,582,448,392,400,195,230,25,249,290,379,2
255,161,226,430,131,320,504,394,548,496,660,326,356,258,253,307,378,336,109,205,194,1
159,139,137,307,92,392,575,468,588,607,572,573,534,463,205,164,328,232,281,194,227,1
311,229,418,156,219,241,309,331,418,495,186,379,616,518,721,511,406,216,298,305,240,2
236,152,382,344,223,242,46,74,369,116,321,271,466,677,771,751,639,672,394,264,295,2
270,254,474,397,490,543,598,639,580,472,246,214,216,44,375,285,377,213,437,213,180,1
259,247,553,513,687,532,862,717,563,460,235,260,140,136,75,118,44,347,357,263,246,0
140,143,353,203,442,456,558,304,405,99,251,166,586,441,596,449,570,448,295,204,28,0
249,160,231,208,207,235,386,472,584,647,387,498,748,429,274,340,122,87,298,329,236,2
252,71,99,141,315,75,168,257,281,162,188,371,751,526,769,761,613,477,531,411,244,2
399,291,111,311,235,354,405,358,243,207,223,237,339,452,454,453,445,383,368,357,225,0
230,196,248,230,328,151,221,237,230,278,384,552,582,497,434,452,337,451,252,273,200,2
276,296,438,399,602,661,620,632,641,394,109,282,116,202,308,173,95,314,129,262,402,1
138,337,148,275,191,344,478,198,237,272,508,499,546,602,479,555,575,408,282,361,264,2
385,267,223,159,259,230,87,203,114,193,415,441,749,578,568,727,596,519,341,254,244,2
199,462,98,238,129,265,343,213,379,399,629,448,449,447,464,372,314,352,172,163,288,2
168,160,299,362,124,149,492,526,462,482,709,576,516,684,250,267,304,253,235,365,119,1
312,69,298,250,286,381,413,551,422,469,694,458,457,419,294,434,206,142,136,338,430,1
294,104,259,396,240,420,545,313,493,689,506,434,229,381,326,292,368,81,256,251,400,1
232,319,345,214,401,317,264,53,483,566,423,586,416,549,593,301,475,313,446,391,347,2
481,312,389,490,424,260,626,318,458,239,179,253,245,172,334,338,345,209,26,373,347,0
217,95,233,84,258,370,243,439,453,565,576,572,518,651,468,360,363,378,62,292,100,2
254,300,321,394,369,371,536,312,600,521,357,312,613,393,370,299,185,224,196,349,419,1
230,214,452,421,389,314,490,345,153,239,368,518,530,510,731,610,492,458,352,308,437,0
398,390,224,359,256,361,118,377,400,415,467,286,586,538,379,366,411,99,451,165,217,2
304,176,273,345,38,59,332,414,624,712,462,667,380,495,334,293,309,162,128,334,383,2
304,264,397,410,615,489,679,421,368,331,391,217,210,227,192,297,428,96,240,359,132,0
230,166,475,558,314,405,493,575,376,198,233,47,387,381,526,192,372,422,431,201,271,0
384,360,390,454,596,615,670,467,708,298,127,214,30,328,277,303,309,308,307,390,223,0
133,189,359,217,210,191,229,5,217,187,334,345,472,641,540,658,636,509,385,473,333,2
207,190,390,378,217,260,355,409,129,245,135,257,443,656,749,713,608,491,315,277,144,0
505,337,286,147,280,287,404,350,557,629,581,480,531,597,264,432,139,440,360,177,251,2
185,447,310,347,224,302,408,385,415,361,327,476,504,557,507,515,353,147,237,270,212,2
424,347,339,369,585,528,672,506,425,494,297,213,79,226,302,318,356,344,130,431,329,1
346,283,174,163,324,329,50,499,374,237,672,529,575,665,391,422,447,425,188,359,255,2
427,74,249,198,231,203,23,115,92,152,229,442,559,674,737,757,399,415,290,258,337,2
232,261,191,320,237,144,382,441,275,322,393,518,433,591,503,549,323,366,339,314,197,2
169,294,175,302,86,308,377,214,295,540,521,703,426,479,657,549,272,394,445,319,278,2
405,96,118,284,555,420,670,555,533,441,694,394,471,366,339,345,146,406,165,340,170,1
290,224,280,184,337,552,446,436,523,494,641,414,312,359,215,97,297,273,227,102,350,1
487,141,568,277,592,663,849,642,585,519,408,121,246,85,227,34,476,135,337,103,251,0
497,226,384,354,243,443,336,501,584,613,714,479,509,506,265,143,178,84,84,414,259,1
229,268,504,385,194,327,416,381,514,157,122,414,298,489,678,569,440,366,334,427,324,0
302,340,372,673,631,741,671,718,487,120,218,201,137,37,331,247,137,260,324,241,209,0
110,160,196,146,260,210,544,391,355,448,723,524,528,518,341,213,226,282,328,232,219,2
92,314,444,506,514,782,715,485,530,260,167,220,126,277,69,49,152,206,278,175,279,0
71,122,292,212,345,57,290,191,158,267,330,320,504,430,782,736,690,603,443,491,252,0
176,207,378,253,99,120,408,357,349,215,431,454,599,329,792,567,271,238,387,132,248,2
447,402,388,414,535,406,736,403,546,429,443,435,368,312,421,359,233,211,196,344,359,1
201,67,427,497,375,353,498,491,540,441,401,360,438,253,195,162,298,340,16,104,351,1
203,320,354,170,232,156,201,338,301,325,510,324,617,463,460,425,301,513,191,302,163,2
207,359,349,312,248,93,174,304,304,394,253,375,571,550,662,635,459,345,522,119,242,2
248,63,164,340,378,265,391,360,411,401,594,645,630,479,478,227,328,216,233,161,344,2
218,361,381,373,626,198,533,271,171,154,214,292,400,434,472,376,405,347,194,351,283,0
358,312,453,489,755,556,582,709,536,343,265,183,371,71,186,14,4,208,258,212,224,1
239,268,238,311,332,125,332,153,75,147,275,411,530,455,673,633,719,462,379,277,189,2
15,314,207,427,284,115,178,198,258,156,268,503,549,571,677,489,564,415,307,272,242,2
330,250,528,368,486,673,548,306,400,414,109,266,271,396,228,305,367,349,293,299,401,0
424,232,364,501,389,642,614,362,660,450,290,311,226,99,29,213,222,266,312,305,7,1
329,250,109,155,257,398,498,527,508,471,390,393,558,385,523,436,390,305,185,216,243,1
136,484,191,189,188,228,439,263,503,457,393,376,582,593,440,490,314,330,219,256,256,2
249,403,97,448,404,467,528,487,620,626,449,495,306,241,366,428,236,154,265,76,46,1
253,322,282,351,302,450,461,491,755,369,470,359,213,292,170,362,269,151,375,511,113,1
417,152,531,408,631,755,545,613,474,352,285,301,30,226,213,359,158,444,161,113,293,0
213,160,354,186,337,389,256,392,215,242,222,138,390,369,616,611,612,432,371,397,192,0
387,160,333,378,533,490,419,537,276,264,53,126,233,492,451,269,582,491,429,313,277,0
148,309,89,220,251,262,308,508,407,559,408,464,499,380,545,196,561,239,343,331,309,2
102,261,431,402,430,452,456,614,587,419,499,281,581,604,307,208,275,244,125,435,226,1
409,188,328,48,328,180,255,254,389,203,298,460,701,388,656,534,599,437,387,245,392,2
326,366,286,367,358,504,510,221,397,271,187,305,523,353,385,458,489,487,294,102,159,0
184,110,334,344,178,161,385,190,387,545,504,331,614,497,362,334,165,415,252,278,219,2
231,153,403,253,601,405,301,330,225,178,79,232,230,497,540,487,586,320,365,64,152,0
257,314,392,326,224,272,300,130,169,78,289,424,287,748,695,526,701,577,261,293,231,0
376,177,281,359,352,264,267,488,388,220,262,490,755,418,472,410,505,551,301,252,269,2
264,148,202,217,429,260,410,413,441,364,531,347,374,302,414,391,272,326,286,224,399,1
411,208,159,266,100,188,169,85,208,122,347,382,505,625,577,620,510,397,482,470,191,2
106,325,18,149,237,166,209,281,298,366,471,450,533,645,336,404,349,338,196,153,193,2
410,378,255,219,179,232,103,204,282,345,354,317,622,616,825,674,586,372,406,218,350,2
304,298,314,432,631,570,465,453,376,333,159,126,116,318,430,345,380,252,352,454,400,0
217,306,209,39,253,138,265,199,323,206,415,505,525,555,644,419,502,280,271,138,188,2
256,385,357,240,355,563,394,577,207,416,417,223,273,380,499,253,437,294,443,346,364,0
189,81,183,273,287,553,568,516,605,422,421,420,306,242,300,175,75,384,106,265,260,1
209,296,452,507,556,553,746,532,441,404,344,219,150,187,202,351,270,190,274,196,311,0
292,379,494,587,506,540,570,359,576,337,228,159,244,293,404,392,397,213,541,208,286,0
349,265,252,362,467,406,441,436,527,537,573,353,460,314,116,466,231,346,253,424,151,1
443,282,316,235,303,411,226,465,443,527,698,427,315,425,445,319,203,233,347,205,229,2
282,237,213,151,383,136,348,486,252,230,418,581,475,449,513,595,575,393,366,249,94,2
33,275,91,434,538,512,531,558,510,244,242,27,183,301,272,271,487,436,357,212,275,0
252,226,159,187,229,421,356,446,647,554,557,525,735,559,329,320,352,241,167,300,232,2
396,370,461,423,577,496,535,538,314,554,414,172,312,281,339,243,207,111,325,291,178,1
302,223,366,480,557,590,522,527,470,195,292,237,324,170,432,351,272,151,196,452,141,0
142,451,247,255,188,170,197,369,273,355,487,530,503,453,713,528,531,487,378,275,239,2
237,345,382,445,526,696,599,575,470,424,287,237,251,344,172,338,13,246,294,122,227,1
183,397,433,326,438,438,299,359,187,210,297,209,324,416,599,501,390,437,350,352,169,0
369,298,487,483,762,708,647,545,452,331,144,230,234,114,197,348,37,337,414,318,318,0
191,210,356,96,275,155,133,323,502,657,769,611,722,505,397,346,257,165,107,285,275,2
252,260,225,374,354,346,728,760,727,333,431,344,317,354,259,334,186,210,271,406,98,1
307,276,238,122,207,378,181,226,236,27,125,426,622,561,655,546,712,445,562,486,128,2
419,387,545,374,562,506,483,313,534,310,427,326,190,327,142,243,194,105,394,132,163,1
371,96,123,109,179,467,37,35,154,203,201,192,471,568,774,694,561,346,332,532,241,0
293,138,152,183,154,374,382,478,395,611,545,337,424,446,494,395,416,356,361,437,254,2
103,107,309,296,454,618,656,571,549,552,423,336,286,419,388,243,204,133,53,433,209,1
186,238,561,543,563,537,859,678,575,398,122,32,22,164,254,237,61,243,182,337,356,0
290,126,386,302,42,307,313,640,659,520,487,452,394,584,231,237,224,193,152,282,260,1
437,259,241,273,274,192,362,516,533,556,429,691,657,514,209,405,182,290,288,245,338,2
362,137,133,127,160,228,221,229,256,308,447,470,633,400,677,549,471,331,424,208,189,2
419,305,408,384,472,376,619,550,620,481,435,374,342,418,94,229,279,172,340,206,198,1
308,216,230,364,507,470,563,423,539,401,364,456,317,126,374,378,226,260,338,248,347,1
222,211,347,449,211,160,152,394,325,525,559,501,549,638,502,258,349,260,127,277,167,2
381,242,109,235,263,330,274,480,497,582,689,622,382,490,616,463,107,403,161,422,317,2
349,88,282,285,188,246,173,304,493,548,487,417,704,443,460,245,380,268,262,319,201,2
210,105,141,291,180,476,430,509,444,559,449,641,453,358,220,310,36,161,340,297,349,1
232,268,180,140,217,311,264,651,529,533,579,423,409,323,437,582,155,125,223,237,321,2
262,322,316,124,287,193,473,449,321,551,678,464,493,646,366,463,328,228,275,451,312,2
367,221,546,325,248,134,135,52,7,219,258,374,595,420,600,653,525,439,302,424,340,2
152,258,492,445,521,553,729,527,507,306,300,369,173,308,365,308,329,268,268,275,194,1
382,271,378,501,764,563,770,717,674,341,206,259,274,219,243,319,63,238,136,180,316,1
236,266,184,227,240,367,340,482,542,517,583,538,505,279,304,325,395,416,231,299,345,2
308,248,26,229,313,181,355,535,555,437,680,590,557,405,297,339,358,396,131,332,350,2
109,276,201,474,242,175,321,306,223,269,251,343,380,372,808,659,319,599,351,337,366,0
216,340,412,497,604,469,684,591,397,453,453,191,175,175,376,142,244,167,225,181,276,1
431,186,448,350,747,653,830,715,456,435,323,70,17,90,153,284,152,151,108,388,182,0
188,352,191,323,276,233,322,323,394,311,482,486,456,670,458,413,345,157,179,197,237,2
226,68,316,460,204,413,373,336,258,157,237,384,514,511,446,468,233,512,392,235,230,0
209,398,315,407,515,418,522,552,412,318,64,315,417,240,405,301,539,446,218,371,42,0
220,224,167,232,216,217,395,542,757,614,620,626,518,626,261,120,188,193,303,240,199,1
153,210,352,271,480,498,605,520,445,481,535,253,354,191,128,214,272,64,334,129,384,1
316,318,305,537,351,498,385,289,250,448,395,323,355,489,430,343,541,359,247,330,49,0
365,345,230,74,206,195,246,450,437,441,468,399,666,508,504,458,510,263,227,331,281,2
326,362,361,353,580,502,858,371,353,368,315,160,140,168,50,122,316,298,359,311,222,0
338,327,482,341,419,482,419,539,455,491,526,291,324,320,278,492,172,175,182,371,212,1
115,274,269,312,719,626,815,755,599,334,64,382,119,307,164,226,283,222,249,162,273,1
255,61,234,206,237,104,300,149,486,376,682,380,444,547,589,493,364,261,256,147,355,2
284,272,136,428,247,249,311,511,349,500,607,648,625,495,352,451,419,382,172,224,243,2
48,364,341,311,134,305,110,191,279,185,336,176,540,599,699,628,765,671,345,370,209,0
360,355,317,495,496,798,727,454,606,376,208,180,138,219,303,139,399,243,40,335,192,1
269,301,432,464,354,562,422,355,299,422,234,141,207,268,437,342,421,267,209,253,326,0
333,337,365,191,139,167,119,264,233,272,260,325,444,616,810,625,608,510,315,436,381,2
31,272,223,463,395,485,518,433,551,471,449,272,356,235,185,103,72,83,229,328,222,1
162,191,197,433,142,193,488,412,493,590,602,642,366,492,441,428,394,181,231,311,91,2
169,180,211,37,166,105,371,194,439,380,422,351,320,553,442,466,496,483,444,321,287,2
