X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
38,193,1535,1536,708,218,129,1690,37,41,16,0,1,0,137,707,294,408,604,216,0,707,142,62,99,479,387,0,0,1,0,0,0,0
40,189,1547,1548,648,244,153,1627,34,42,16,0,1,0,151,894,333,388,486,117,0,648,136,63,128,525,387,0,0,1,0,0,0,0
38,187,1555,1556,664,225,126,1659,42,44,16,0,1,0,137,676,285,388,540,202,0,664,136,59,92,604,387,0,0,1,0,0,0,0
40,187,1580,1581,707,180,120,1694,34,41,16,0,1,0,151,672,355,380,713,283,0,706,134,64,149,494,387,0,0,1,0,0,0,0
40,191,1584,1585,687,199,125,1671,38,44,16,0,1,0,151,679,297,396,647,225,0,687,138,61,102,506,387,0,0,1,0,0,0,0
40,186,1592,1593,676,207,120,1667,32,43,16,0,1,0,151,615,310,376,598,242,0,676,133,60,109,545,387,0,0,1,0,0,0,0
124,166,1607,1608,521,148,98,1517,105,52,16,0,1,0,442,1016,710,228,278,379,2,521,55,61,451,1209,387,0,0,1,0,0,0,0
38,193,1610,1611,719,223,134,1713,36,44,16,0,1,0,137,815,341,408,589,229,0,715,142,66,136,533,387,0,0,1,0,0,0,0
38,193,1614,1614,765,266,166,1754,24,41,16,0,1,0,137,842,399,408,436,144,0,760,142,71,185,460,387,0,0,1,0,0,0,0
40,195,1624,1625,722,227,142,1712,31,43,16,0,1,0,151,638,284,408,570,146,0,717,142,61,91,510,387,0,0,1,0,0,0,0
40,193,1626,1627,718,227,128,1702,33,43,16,0,1,0,151,584,281,402,558,203,0,714,140,60,88,483,387,0,0,1,0,0,0,0
38,189,1630,1631,689,248,143,1673,31,42,15,0,1,0,138,829,363,397,482,189,0,689,138,66,156,487,387,0,0,1,0,0,0,0
40,190,1631,1632,750,273,174,1745,34,51,16,0,1,0,151,997,453,393,397,158,0,745,137,78,228,544,387,0,0,1,0,0,0,0
36,189,1633,1634,713,264,172,1701,31,41,16,0,1,0,128,800,349,402,437,69,0,711,140,66,143,500,387,0,0,1,0,0,0,0
139,158,1634,1635,228,39,24,1175,105,49,16,0,1,0,486,993,470,173,738,394,0,228,31,15,238,1166,235,0,0,1,0,0,0,0
38,189,1636,1637,696,218,137,1689,30,43,16,0,1,0,137,781,345,396,587,212,0,696,138,65,139,545,387,0,0,1,0,0,0,0
38,189,1638,1639,677,249,148,1664,33,43,16,0,1,0,137,889,373,396,480,178,0,677,138,67,163,506,387,0,0,1,0,0,0,0
38,193,1643,1644,668,263,143,1648,35,44,16,0,1,0,137,737,260,408,445,119,0,668,142,59,79,490,387,0,0,1,0,0,0,0
140,161,1645,1646,201,41,20,1113,99,51,16,0,1,0,494,1042,406,177,727,408,0,201,32,13,191,1178,215,0,0,1,0,0,0,0
36,189,1649,1650,732,227,128,1720,28,36,15,0,1,0,129,814,377,403,558,274,0,727,140,68,165,484,387,0,0,1,0,0,0,0
40,195,1654,1655,745,219,129,1736,31,41,16,0,1,0,151,750,341,408,600,255,0,740,142,66,136,498,387,0,0,1,0,0,0,0
38,193,1656,1657,735,228,137,1721,34,36,16,0,1,0,137,923,407,408,565,267,0,730,142,72,192,469,387,0,0,1,0,0,0,0
38,190,1661,1662,715,267,169,1711,32,51,15,0,1,0,138,937,416,400,424,142,0,712,139,72,200,546,387,0,0,1,0,0,0,0
38,191,1662,1663,700,244,132,1674,33,41,15,0,1,0,138,769,327,403,498,221,0,699,140,64,123,420,387,0,0,1,0,0,0,0
40,191,1667,1668,746,226,133,1739,32,43,16,0,1,0,151,592,322,396,552,211,0,741,138,63,119,536,387,0,0,1,0,0,0,0
40,193,1673,1674,777,226,125,1767,39,41,16,0,1,0,151,594,349,402,561,269,0,772,140,66,143,548,387,0,0,1,0,0,0,0
40,193,1675,1676,762,250,149,1756,33,41,16,0,1,0,151,771,389,402,484,195,0,757,140,69,176,497,387,0,0,1,0,0,0,0
139,150,1677,1678,154,26,13,989,104,49,15,0,1,0,487,841,489,133,774,541,0,154,23,12,248,1178,155,0,0,1,0,0,0,0
40,193,1680,1681,784,208,132,1774,31,44,15,0,1,0,152,623,377,403,630,256,0,778,140,68,165,540,387,0,0,1,0,0,0,0
38,192,1684,1685,753,226,135,1743,31,36,15,0,1,0,138,745,360,407,568,232,0,748,141,67,154,507,387,0,0,1,0,0,0,0
40,190,1822,1823,692,235,139,1693,39,42,15,0,1,0,152,915,408,394,514,245,0,692,137,70,193,583,387,0,0,1,0,0,0,0
40,198,1825,1826,717,240,154,1715,34,41,16,0,1,0,151,865,339,415,538,151,0,713,145,67,134,548,387,0,0,1,0,0,0,0
40,188,1827,1828,721,237,153,1719,37,43,15,0,1,0,152,690,364,386,500,139,0,716,135,65,157,574,387,0,0,1,0,0,0,0
40,187,1830,1831,645,247,132,1628,34,42,16,0,1,0,151,656,257,380,467,136,0,645,134,56,77,580,387,0,0,1,0,0,0,0
40,186,1833,1834,647,239,149,1630,34,43,15,0,1,0,152,671,275,378,490,80,0,647,133,57,87,571,387,0,0,1,0,0,0,0
40,189,1835,1836,697,221,138,1699,37,44,16,0,1,0,151,499,273,388,569,129,0,697,136,58,85,570,387,0,0,1,0,0,0,0
40,187,1836,1837,654,251,148,1642,34,42,15,0,1,0,152,773,318,382,456,118,0,654,134,61,115,557,387,0,0,1,0,0,0,0
40,186,1847,1848,666,245,163,1661,39,43,16,0,1,0,151,807,361,376,469,92,0,666,133,64,155,598,387,0,0,1,0,0,0,0
40,183,1849,1850,663,217,131,1657,35,44,16,0,1,0,151,668,336,367,549,198,0,663,131,61,131,601,387,0,0,1,0,0,0,0
40,188,1854,1855,667,240,152,1656,35,42,15,0,1,0,152,826,347,386,495,132,0,667,135,64,141,562,387,0,0,1,0,0,0,0
79,191,1897,1898,609,155,89,1596,54,44,16,0,1,0,311,526,389,292,625,345,0,609,100,51,176,620,387,0,0,1,0,0,0,0
80,186,1898,1899,615,127,74,1602,55,44,16,0,1,0,316,445,430,284,753,431,0,615,94,53,213,653,387,0,0,1,0,0,0,0
40,186,1899,1900,632,212,130,1618,53,44,17,0,1,0,150,854,253,374,579,122,0,632,133,54,74,660,387,0,0,1,0,0,0,0
74,194,1900,1901,625,144,87,1610,58,44,16,0,1,0,287,525,353,306,721,370,0,625,107,52,147,670,387,0,0,1,0,0,0,0
75,187,1901,1902,608,145,96,1598,47,44,17,0,1,0,290,624,411,291,672,322,0,608,100,53,195,669,387,0,0,1,0,0,0,0
81,192,1902,1903,620,132,87,1608,55,44,17,0,1,0,321,358,380,290,728,346,0,620,99,50,168,697,387,0,0,1,0,0,0,0
84,194,1903,1904,604,143,96,1594,56,44,17,0,1,0,330,448,348,287,670,251,0,604,98,48,142,696,387,0,0,1,0,0,0,0
78,180,1904,1905,586,130,84,1571,57,44,17,0,1,0,305,571,406,278,701,344,0,586,90,48,191,671,387,0,0,1,0,0,0,0
64,183,1905,1906,622,147,97,1609,58,44,16,0,1,0,249,540,353,306,712,295,0,622,107,52,147,666,387,0,0,1,0,0,0,0
61,181,1906,1907,621,152,105,1612,64,49,17,0,1,0,240,777,414,307,693,308,0,621,108,57,198,736,387,0,0,1,0,0,0,0
58,190,1907,1908,596,130,93,1587,63,44,18,0,1,0,229,837,241,345,809,258,0,596,120,47,70,704,387,0,0,1,0,0,0,0
82,188,1908,1909,599,166,88,1591,61,44,17,0,1,0,325,522,415,283,521,353,0,599,94,51,199,707,387,0,0,1,0,0,0,0
68,190,1909,1910,597,152,99,1589,60,44,16,0,1,0,266,772,312,309,699,256,0,597,109,50,111,680,387,0,0,1,0,0,0,0
3,516,12,12,871,376,262,1836,18,41,16,0,1,1,10,1329,117,449,783,25,0,865,178,110,40,356,387,0,0,1,0,0,0,0
2,203,23,23,884,372,252,1856,17,43,16,0,1,1,6,816,537,430,231,45,0,878,156,121,280,329,387,0,0,1,0,0,0,0
0,201,40,40,860,350,222,1821,20,41,16,0,1,1,0,987,513,430,259,55,0,854,156,112,263,335,387,0,0,1,0,0,0,0
1,219,138,138,879,385,297,1864,14,55,27,0,1,0,2,876,477,433,206,15,0,873,162,110,242,757,387,0,0,1,0,0,0,0
13,579,171,171,876,378,287,1866,13,58,27,0,1,0,38,1333,129,452,816,32,0,870,180,140,42,910,387,0,0,1,0,0,0,0
176,280,59,59,582,141,85,1531,26,15,64,0,1,0,537,976,301,276,737,350,0,582,108,49,104,48,387,0,0,1,0,0,0,0
203,288,98,98,577,158,110,1537,27,22,63,0,1,0,600,676,423,264,517,171,0,577,88,49,206,68,387,0,0,1,0,0,0,0
199,282,115,115,583,137,91,1540,26,22,66,0,1,0,590,467,422,262,593,277,0,583,86,47,205,70,387,0,0,1,0,0,0,0
188,278,129,129,588,141,97,1548,26,25,64,0,1,0,558,520,352,271,660,231,0,588,95,47,146,78,387,0,0,1,0,0,0,0
197,271,147,147,653,279,188,1615,27,35,64,0,1,0,584,902,701,260,178,263,2,653,82,103,457,130,387,0,0,1,0,0,0,0
193,283,159,159,573,134,87,1536,29,22,66,0,1,0,575,764,397,267,666,327,0,573,91,48,183,79,387,0,0,1,0,0,0,0
213,299,1746,1747,690,262,177,1672,31,51,64,0,1,0,622,1096,694,270,334,348,0,690,93,105,373,465,387,0,0,1,0,0,0,0
207,298,1749,1750,792,282,196,1780,31,52,64,0,1,0,612,1129,679,272,225,316,2,786,97,127,472,641,387,0,0,1,0,0,0,0
205,292,1753,1754,787,286,204,1778,34,55,64,0,1,0,609,1127,641,266,159,226,2,781,90,125,500,710,387,0,0,1,0,0,0,0
539,582,1441,1442,643,246,195,1675,4,58,18,0,1,0,1088,681,134,204,32,503,2,643,40,190,817,1062,387,0,0,1,0,0,0,0
311,334,1665,1666,238,27,16,1168,77,51,16,0,1,0,972,290,559,129,754,552,0,238,22,15,294,906,182,0,0,1,0,0,0,0
622,656,187,187,48,29,8,321,104,49,17,1,0,8,857,1247,215,133,739,453,0,48,23,6,62,1146,83,0,0,0,1,0,0,0
711,738,901,901,14,5,3,67,106,61,16,0,1,1,632,74,520,17,817,647,0,14,5,3,267,1387,11,0,0,0,1,0,0,0
390,408,950,950,72,15,12,486,90,42,16,0,1,1,1230,174,567,30,426,647,2,72,7,12,553,893,54,0,0,0,1,0,0,0
733,766,980,980,31,12,6,142,117,55,17,0,1,1,546,610,478,50,761,491,0,31,10,5,243,1411,31,0,0,0,1,0,0,0
599,622,997,997,10,4,3,50,110,62,17,0,1,1,953,22,611,7,756,647,0,10,3,3,330,1406,6,0,0,0,1,0,0,0
394,417,1004,1004,11,7,4,52,100,56,18,0,1,1,1247,693,478,24,773,464,0,11,6,3,243,1266,13,0,0,0,1,0,0,0
501,521,1017,1016,6,2,3,16,102,62,17,0,1,1,1245,143,769,3,817,647,1,6,2,3,411,1316,4,0,0,0,1,0,0,0
610,635,1028,1028,6,3,5,20,115,58,16,0,1,1,922,919,559,4,733,647,2,6,2,5,560,1382,8,0,0,0,1,0,0,0
405,427,1039,1039,6,2,3,19,100,55,16,0,1,1,1289,143,769,4,817,647,1,6,2,3,411,1342,4,0,0,0,1,0,0,0
784,810,1043,1043,6,3,4,15,105,56,16,0,1,1,362,975,769,7,817,647,1,6,3,4,411,1291,9,0,0,0,1,0,0,0
516,537,1049,1049,6,3,3,12,101,55,17,0,1,1,1213,545,611,7,817,647,0,6,3,3,330,1246,6,0,0,0,1,0,0,0
753,784,1057,1057,7,8,3,22,112,53,15,0,1,1,460,852,256,30,779,447,0,7,7,2,76,1364,10,0,0,0,1,0,0,0
306,319,1062,1062,6,4,2,18,101,57,16,0,1,1,956,343,478,11,817,647,0,6,4,2,243,1331,5,0,0,0,1,0,0,0
480,506,1069,1069,8,5,2,24,113,56,17,0,1,1,1283,221,422,17,817,647,0,8,5,2,205,1321,7,0,0,0,1,0,0,0
420,440,1074,1074,6,4,2,17,103,56,16,0,1,1,1322,343,478,11,817,647,0,6,4,2,243,1322,5,0,0,0,1,0,0,0
414,438,1079,1079,51,10,9,281,79,43,16,0,1,1,1310,389,769,37,756,647,1,51,8,9,411,711,46,0,0,0,1,0,0,0
760,789,1086,1086,6,7,3,13,102,58,16,0,1,1,447,1222,478,24,773,647,0,6,6,3,243,1257,13,0,0,0,1,0,0,0
743,771,1090,1090,6,4,3,21,118,56,16,0,1,1,515,545,611,7,756,647,0,6,3,3,330,1405,6,0,0,0,1,0,0,0
497,517,1097,1097,5,3,2,11,101,52,16,0,1,1,1250,179,536,7,817,647,0,5,3,2,279,1286,3,0,0,0,1,0,0,0
313,331,1102,1102,10,4,4,43,112,49,16,0,1,1,986,302,769,7,756,647,1,10,3,4,411,1324,9,0,0,0,1,0,0,0
396,418,92,92,8,4,3,14,80,35,16,0,1,1,1254,461,559,11,817,647,0,8,4,3,294,380,8,0,0,0,1,0,0,0
545,569,166,166,6,4,3,10,89,44,16,0,1,1,1122,143,769,4,596,647,1,6,2,3,411,772,4,0,0,0,1,0,0,0
639,663,189,189,3,3,3,8,97,43,16,0,1,1,837,545,536,7,817,447,0,3,3,2,279,1069,3,0,0,0,1,0,0,0
735,763,203,203,2,1,3,6,98,52,18,0,1,1,561,343,590,1,817,647,2,2,1,3,533,1114,2,0,0,0,1,0,0,0
518,539,236,236,2,2,2,5,95,44,17,0,1,1,1205,343,590,3,817,647,0,2,2,2,315,1087,2,0,0,0,1,0,0,0
362,375,244,244,3,2,3,7,97,49,17,0,1,1,1150,143,590,3,817,447,0,3,2,2,315,1051,2,0,0,0,1,0,0,0
768,794,268,268,1,1,2,2,97,55,16,0,1,1,430,343,769,1,817,647,1,1,1,2,411,1112,1,0,0,0,1,0,0,0
547,573,281,281,1,4,1,4,108,53,16,0,1,1,1111,919,256,11,817,647,0,1,4,1,76,1365,2,0,0,0,1,0,0,0
808,832,293,292,4,2,4,9,109,49,16,0,1,1,236,461,769,4,817,464,1,4,2,3,411,1199,4,0,0,0,1,0,0,0
519,541,317,317,9,6,3,39,104,61,16,0,1,1,1198,919,478,24,817,647,0,9,6,3,243,1418,13,0,0,0,1,0,0,0
257,269,335,335,10,5,3,44,111,52,16,0,1,1,842,513,520,17,817,647,0,10,5,3,267,1330,11,0,0,0,1,0,0,0
259,273,396,396,18,9,6,83,110,52,16,0,1,1,845,1136,506,43,817,491,0,18,9,5,258,1302,28,0,0,0,1,0,0,0
416,437,467,467,9,5,3,34,104,55,16,0,1,1,1315,654,520,17,817,647,0,9,5,3,267,1300,11,0,0,0,1,0,0,0
431,462,490,490,53,21,12,337,82,49,17,0,1,1,1359,1303,536,104,767,535,0,53,18,11,279,858,113,0,0,0,1,0,0,0
519,540,569,569,9,4,3,33,100,55,17,0,1,1,1200,343,559,11,817,647,0,9,4,3,294,1287,8,0,0,0,1,0,0,0
337,357,586,586,11,5,3,56,102,55,17,0,1,1,1077,415,520,17,817,647,0,11,5,3,267,1352,11,0,0,0,1,0,0,0
257,270,622,622,10,10,4,45,111,55,16,0,1,1,842,1133,546,24,596,647,0,10,6,4,288,1359,16,0,0,0,1,0,0,0
452,477,680,680,17,11,6,75,110,55,16,0,1,1,1365,849,478,37,708,434,0,17,8,4,243,1315,21,0,0,0,1,0,0,0
775,804,700,700,11,5,4,55,112,56,15,0,1,1,388,415,520,17,817,464,0,11,5,3,267,1349,11,0,0,0,1,0,0,0
743,772,719,719,10,5,5,51,119,57,16,0,1,1,510,678,630,11,761,480,0,10,4,4,343,1426,12,0,0,0,1,0,0,0
349,363,742,742,9,4,3,30,96,56,16,0,1,1,1097,57,611,7,756,647,0,9,3,3,330,1264,6,0,0,0,1,0,0,0
551,577,750,750,10,5,3,47,104,57,15,0,1,1,1102,22,611,7,646,647,0,10,3,3,330,1381,6,0,0,0,1,0,0,0
492,513,759,759,9,7,7,37,113,55,16,0,1,1,1259,1081,769,11,596,447,1,9,4,5,411,1371,15,0,0,0,1,0,0,0
387,402,765,765,10,4,3,41,103,56,15,0,1,1,1225,22,611,7,756,647,0,10,3,3,330,1282,6,0,0,0,1,0,0,0
525,548,777,777,11,6,5,59,117,56,16,0,1,1,1183,919,769,11,690,647,1,11,4,5,411,1415,15,0,0,0,1,0,0,0
448,472,789,789,11,4,4,53,103,55,16,0,1,1,1378,545,630,11,817,647,0,11,4,4,343,1275,12,0,0,0,1,0,0,0
608,634,835,835,11,4,3,58,107,61,16,0,1,1,923,143,559,11,817,647,0,11,4,3,294,1395,8,0,0,0,1,0,0,0
395,417,841,841,10,7,6,46,112,57,14,0,1,1,1255,1006,769,11,596,491,1,10,4,5,411,1369,15,0,0,0,1,0,0,0
253,265,856,856,9,7,4,26,105,50,15,0,1,1,829,1048,576,17,718,647,0,9,5,4,305,1193,14,0,0,0,1,0,0,0
242,253,862,862,9,3,5,27,110,49,15,0,1,1,795,809,630,7,817,647,2,9,3,5,509,1219,12,0,0,0,1,0,0,0
248,265,874,874,22,14,7,92,110,58,15,0,1,1,811,1214,422,64,769,447,0,22,12,5,205,1361,37,0,0,0,1,0,0,0
468,492,893,893,9,3,3,31,99,56,15,0,1,1,1321,57,611,7,817,647,0,9,3,3,330,1273,6,0,0,0,1,0,0,0
246,255,909,909,9,5,4,28,109,51,15,0,1,1,804,809,630,11,761,647,0,9,4,4,343,1237,12,0,0,0,1,0,0,0
484,508,915,915,9,4,4,29,101,57,16,0,1,1,1270,809,630,11,817,647,0,9,4,4,343,1259,12,0,0,0,1,0,0,0
246,257,946,946,13,6,4,64,110,51,16,0,1,1,802,372,478,24,817,464,0,13,6,3,243,1248,13,0,0,0,1,0,0,0
392,410,961,961,10,6,4,40,95,58,16,0,1,1,1238,678,630,11,690,647,0,10,4,4,343,1239,12,0,0,0,1,0,0,0
749,779,1021,1021,14,8,3,69,117,55,16,0,1,1,485,740,389,37,817,647,0,14,8,3,176,1425,16,0,0,0,1,0,0,0
250,265,1108,1108,35,17,11,178,108,52,16,0,1,1,814,880,559,50,553,408,0,35,10,7,294,1204,43,0,0,0,1,0,0,0
449,475,1122,1122,9,5,3,25,92,56,17,0,1,1,1376,654,520,17,817,647,0,9,5,3,267,1187,11,0,0,0,1,0,0,0
678,705,1135,1134,10,5,6,54,119,62,17,0,1,1,721,1177,642,17,817,491,0,10,5,5,347,1435,17,0,0,0,1,0,0,0
247,259,1181,1181,11,7,7,48,107,52,17,0,1,1,805,1068,546,24,773,384,0,11,6,4,288,1198,16,0,0,0,1,0,0,0
347,362,1196,1196,9,6,3,36,99,55,16,0,1,1,1094,654,520,17,769,647,0,9,5,3,267,1354,11,0,0,0,1,0,0,0
403,425,1205,1205,9,3,3,35,99,62,17,0,1,1,1278,57,611,7,817,647,0,9,3,3,330,1307,6,0,0,0,1,0,0,0
772,800,1217,1217,10,4,3,42,99,59,17,0,1,1,409,239,559,11,817,647,0,10,4,3,294,1294,8,0,0,0,1,0,0,0
771,799,1226,1226,12,5,5,61,110,55,16,0,1,1,408,444,630,11,761,480,0,12,4,4,343,1292,12,0,0,0,1,0,0,0
244,257,1233,1233,13,13,6,65,110,56,17,0,1,1,796,1254,536,37,596,491,0,13,8,5,279,1304,24,0,0,0,1,0,0,0
798,824,1242,1242,17,7,7,76,110,56,16,0,1,1,284,1174,769,24,773,647,1,17,6,7,411,1336,26,0,0,0,1,0,0,0
709,735,1255,1255,17,11,6,78,113,58,17,0,1,1,645,1026,653,24,527,647,0,17,6,6,354,1401,23,0,0,0,1,0,0,0
244,257,1260,1260,12,8,6,57,106,51,17,0,1,1,796,995,389,37,817,345,0,12,8,3,176,1208,16,0,0,0,1,0,0,0
696,721,1283,1283,10,7,5,49,105,63,17,0,1,1,681,959,576,17,718,480,0,10,5,4,305,1397,14,0,0,0,1,0,0,0
377,391,1296,1297,9,3,3,32,101,58,17,0,1,1,1192,57,611,7,817,647,0,9,3,3,330,1279,6,0,0,0,1,0,0,0
757,785,1351,1352,9,7,5,38,113,56,16,0,1,1,461,809,630,11,596,480,0,9,4,4,343,1377,12,0,0,0,1,0,0,0
828,862,24,24,243,27,30,1100,69,41,13,0,1,9,43,483,443,65,396,647,2,243,12,30,641,251,200,0,0,0,0,1,0,0
1,11,56,56,313,46,61,1264,18,36,13,0,1,9,3,1115,202,71,269,530,2,313,13,56,756,599,315,0,0,0,0,1,0,0
826,857,74,74,287,46,60,1207,80,36,13,0,1,9,65,778,121,37,87,647,2,287,8,60,829,377,256,0,0,0,0,1,0,0
827,857,83,83,189,23,38,1004,83,41,13,0,1,9,65,586,175,30,311,647,2,189,7,38,781,438,167,0,0,0,0,1,0,0
827,859,113,113,399,53,79,1362,83,42,13,0,1,9,56,343,93,43,77,647,2,399,9,79,851,468,323,0,0,0,0,1,0,0
48,62,178,178,395,71,88,1388,90,49,13,0,1,9,190,1225,220,110,240,475,2,395,19,73,738,1043,385,0,0,0,0,1,0,0
533,560,158,158,441,76,121,1423,76,42,70,0,1,1,1379,95,26,12,13,647,2,441,6,114,907,559,348,0,0,0,0,1,0,0
827,855,1153,1153,131,21,35,854,98,44,12,0,1,0,72,333,122,11,198,647,2,131,4,35,828,1017,102,0,0,0,0,1,0,0
828,856,1163,1163,83,17,24,589,101,50,14,0,1,0,72,722,215,17,317,647,2,83,5,24,743,1112,83,0,0,0,0,1,0,0
829,857,1173,1174,125,25,34,823,100,49,14,0,1,0,68,673,151,17,194,647,2,125,5,34,802,1073,116,0,0,0,0,1,0,0
828,856,1186,1186,159,28,37,997,101,50,14,0,1,0,72,367,133,17,135,647,2,159,5,37,818,1136,128,0,0,0,0,1,0,0
830,856,1209,1209,130,18,46,869,100,49,14,0,1,0,72,460,71,7,175,603,2,130,3,45,871,1121,108,0,0,0,0,1,0,0
833,858,1218,1218,59,13,29,405,99,44,16,0,1,0,78,510,91,4,211,647,2,59,2,29,853,1029,55,0,0,0,0,1,0,0
832,858,1228,1228,75,14,27,528,100,51,15,0,1,0,72,438,126,7,269,647,2,75,3,27,824,1091,65,0,0,0,0,1,0,0
830,856,1259,1259,58,13,17,404,101,49,16,0,1,0,85,57,213,7,293,647,2,58,3,17,745,1084,40,0,0,0,0,1,0,0
831,858,1274,1274,50,12,18,323,101,43,16,0,1,0,78,570,256,11,359,557,2,50,4,17,710,1026,50,0,0,0,0,1,0,0
815,843,1527,1528,101,16,28,732,105,52,12,0,1,0,169,355,158,11,293,647,2,101,4,28,796,1210,82,0,0,0,0,1,0,0
822,847,1538,1539,44,13,19,311,106,56,12,0,1,0,105,964,233,11,345,647,2,44,4,19,726,1291,55,0,0,0,0,1,0,0
819,846,1545,1546,46,14,18,283,100,44,12,0,1,0,126,718,256,11,324,557,2,46,4,17,710,1081,50,0,0,0,0,1,0,0
870,903,1883,1884,120,45,12,866,104,58,56,1,0,3,498,1025,167,156,707,380,0,120,34,7,52,1335,138,0,0,0,0,1,0,0
844,877,1884,1885,38,18,7,234,106,58,57,1,0,3,678,1026,432,58,733,499,0,38,14,6,215,1288,52,0,0,0,0,1,0,0
869,900,1885,1886,109,27,12,801,107,56,57,1,0,3,529,744,222,123,807,380,0,109,26,7,63,1303,105,0,0,0,0,1,0,0
868,898,1887,1888,67,26,8,513,103,56,56,1,0,3,541,143,107,118,806,182,0,67,25,3,36,1297,50,0,0,0,0,1,0,0
866,895,1888,1889,42,24,5,286,106,55,57,1,0,3,563,255,151,81,708,408,0,42,18,3,47,1298,35,0,0,0,0,1,0,0
854,886,1889,1890,54,22,8,412,105,58,56,1,0,3,639,478,170,92,786,331,0,54,20,4,53,1302,51,0,0,0,0,1,0,0
873,901,1890,1891,65,17,10,506,106,55,55,1,0,3,516,319,567,41,615,473,0,65,11,8,298,1357,54,0,0,0,0,1,0,0
60,74,1892,1893,543,118,151,1509,19,55,75,1,0,3,191,622,109,93,56,584,2,543,21,138,839,192,387,0,0,0,0,1,0,0
117,113,694,694,64,13,16,568,119,66,60,1,0,13,367,884,495,19,507,647,2,64,7,16,604,1459,71,0,0,0,0,1,0,0
423,443,1335,1336,113,17,30,711,89,42,19,0,1,8,1326,296,143,11,273,647,2,113,4,30,808,718,88,0,0,0,0,1,0,0
423,446,1346,1347,382,55,86,1351,85,44,19,0,1,8,1326,495,74,36,55,647,2,382,8,85,868,774,322,0,0,0,0,1,0,0
423,447,1355,1357,427,72,100,1419,87,51,19,0,1,8,1326,447,69,43,40,647,2,427,9,98,873,821,360,0,0,0,0,1,0,0
423,446,1362,1363,391,66,93,1379,88,52,19,0,1,8,1326,540,66,36,38,647,2,391,8,90,876,855,334,0,0,0,0,1,0,0
423,447,1369,1370,488,99,144,1474,84,49,20,0,1,8,1325,373,34,43,15,647,2,488,9,136,901,730,386,0,0,0,0,1,0,0
421,449,1373,1374,480,96,128,1479,99,58,18,0,1,8,1323,1017,80,77,46,647,2,480,14,120,862,1229,387,0,0,0,0,1,0,0
422,446,1377,1378,358,80,104,1330,86,49,19,0,1,8,1324,1176,62,43,29,647,2,358,9,101,878,810,367,0,0,0,0,1,0,0
419,448,1381,1382,420,96,113,1437,101,56,19,0,1,8,1316,1245,106,85,53,616,2,420,15,106,841,1277,387,0,0,0,0,1,0,0
421,444,1384,1385,280,29,49,1235,91,50,19,0,1,8,1319,237,127,30,242,647,2,280,7,49,823,912,206,0,0,0,0,1,0,0
420,444,1387,1388,397,88,102,1384,89,50,19,0,1,8,1318,874,67,43,23,635,2,397,9,99,875,824,362,0,0,0,0,1,0,0
420,444,1391,1392,364,65,88,1341,89,58,19,0,1,8,1318,898,82,43,50,631,2,364,9,86,860,916,340,0,0,0,0,1,0,0
421,444,1394,1395,362,57,81,1338,91,50,19,0,1,8,1319,321,72,30,43,598,2,362,7,79,870,846,290,0,0,0,0,1,0,0
420,445,1405,1406,470,115,157,1457,82,56,19,0,1,8,1318,932,35,50,9,647,2,470,10,148,900,622,387,0,0,0,0,1,0,0
420,444,1410,1411,429,73,108,1421,88,44,19,0,1,8,1318,560,59,43,36,647,2,429,9,104,881,776,372,0,0,0,0,1,0,0
420,445,1417,1418,472,103,135,1477,98,55,19,0,1,8,1318,606,46,50,17,625,2,472,10,125,891,1226,386,0,0,0,0,1,0,0
419,443,1423,1424,424,54,91,1413,86,44,19,0,1,8,1316,279,78,43,74,647,2,424,9,88,864,747,351,0,0,0,0,1,0,0
418,442,1427,1428,462,107,140,1451,82,43,19,0,1,8,1313,620,36,43,11,643,2,462,9,131,899,611,385,0,0,0,0,1,0,0
418,442,1430,1431,410,87,107,1400,85,51,20,0,1,8,1312,783,61,43,25,647,2,410,9,103,879,699,370,0,0,0,0,1,0,0
416,436,1446,1447,90,23,25,615,96,44,19,0,1,8,1308,343,175,11,152,647,2,90,4,25,781,927,73,0,0,0,0,1,0,0
417,438,1449,1450,91,14,22,623,96,42,20,0,1,8,1309,299,242,16,367,569,2,91,5,21,720,944,72,0,0,0,0,1,0,0
415,435,1451,1452,68,12,20,475,99,43,20,0,1,8,1304,386,222,11,359,647,2,68,4,20,736,1025,58,0,0,0,0,1,0,0
414,435,1456,1457,43,11,14,227,97,44,20,0,1,8,1302,772,455,16,435,647,2,43,5,14,632,940,49,0,0,0,0,1,0,0
414,436,1460,1461,97,19,23,672,96,44,20,0,1,8,1302,631,256,24,330,647,2,97,6,23,710,1002,92,0,0,0,0,1,0,0
413,435,1464,1465,146,16,27,931,98,51,19,0,1,8,1301,214,222,24,372,647,2,146,6,27,736,1034,105,0,0,0,0,1,0,0
