 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ?), Operating Profit Per Share (Yuan ?), Per Share Net profit before tax (Yuan ?), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,BankruptClass
833,793,905,579,577,205,287,422,885,405,1839,735,776,164,0,716,723,724,385,546,146,248,389,5082,4049,4201,4199,4220,1541,982,2013,1232,837,1321,535,2433,2006,2201,349,2360,3,504,782,247,15,790,891,230,2349,22,399,417,6481,813,254,107,714,1489,2029,631,1269,6391,1865,168,797,1008,4081,1345,702,1366,3853,2809,1067,3847,2154,6778,168,1008,3618,2785,2753,1317,2797,5912,0,1122,6156,512,800,1147,3314,997,899,0,3512,0
2441,2623,2544,3419,3426,2692,2826,2908,1247,2955,1633,450,5171,0,0,418,425,426,611,669,583,489,639,5247,5727,6145,6154,6257,1557,2954,2508,2277,6071,6024,1199,97,103,4104,6152,8,3,2273,2368,464,92,1219,328,159,1721,101,2309,1884,364,6660,6364,5651,5747,6760,6526,171,6456,1210,5342,3220,6035,163,0,847,4223,6089,4095,3553,6200,1269,5975,511,3220,163,3,6094,6673,4298,5672,59,0,6237,541,4883,6438,5440,126,2324,2226,0,6700,0
2090,1536,1914,1841,1862,1922,1987,1987,1204,2119,327,967,2672,453,0,552,559,560,533,715,730,420,564,5403,5678,5451,5462,5561,1308,2024,2106,2132,742,1512,2949,3249,2549,1658,1502,2789,3,1741,1823,1870,49,52,5318,159,14,98,919,1145,4215,805,1874,1227,2731,1535,2532,3984,3405,6517,1478,2125,801,4180,3183,2328,3618,2312,2010,1366,817,3824,2427,5214,2125,4180,2888,2552,2583,3733,2562,6016,0,3085,4012,4713,3837,3211,4335,5618,5520,0,2491,0
1302,1335,1265,875,871,1428,1397,1370,1089,1437,2727,1197,1193,203,285,557,564,565,518,482,3328,525,561,4886,5888,5371,5376,5411,1739,1879,1981,831,1657,2266,2725,5152,3886,321,3990,3538,3,2536,1796,5063,217,373,2450,481,1528,536,4562,1454,1382,3236,6205,6333,5570,2396,3588,6637,1289,4910,2207,5467,5402,6570,328,2217,2274,4313,560,5351,1784,3844,4692,1458,5467,6570,1031,5604,4908,1129,6235,4912,0,2397,6021,2514,1492,3025,6464,5360,5262,0,362,0
1939,1439,1757,1799,1819,2221,1930,1862,813,1867,2921,0,3982,68,657,1023,1029,1031,529,1036,1079,499,585,5152,6240,5568,5582,6054,1595,1871,1495,2981,2854,3934,2012,2652,2153,2054,1394,2435,3,2335,1969,1203,61,236,3716,1406,4,94,1554,1382,5001,3511,5236,3639,907,4454,888,4118,5339,907,89,3227,3488,3952,1759,2650,3619,1818,4364,3813,4846,3302,1367,5303,3227,3952,1882,1617,1632,5998,1668,3491,0,2907,2773,534,3750,2839,3590,4427,4329,0,3236,0
1287,1329,1178,976,1009,1614,1589,1468,1100,1533,2687,1123,854,252,2194,727,734,735,498,465,1763,446,560,2214,2932,3734,3734,3234,1005,1639,1310,813,2503,3322,2816,3183,2503,1704,3440,2330,234,1947,1789,3650,105,188,4292,572,463,179,3802,1453,3788,3551,5293,4407,1958,3707,1497,5081,853,2777,1452,4144,3777,4841,1034,3081,2935,1775,2237,2039,3225,3334,2927,2966,4144,4841,1327,2908,2913,846,2910,3907,0,2430,2719,5362,1733,2422,4258,5247,5149,0,2568,0
697,545,683,1560,1566,1717,868,846,364,1078,210,1322,4802,285,0,405,412,413,395,803,1130,426,371,3266,4328,2998,2997,2707,1275,633,1266,2974,5197,4602,707,2108,1775,2432,3000,1508,3,1788,707,2836,97,538,1547,2227,298,152,3159,1404,4040,5636,3514,4115,5274,5472,5650,1394,5385,3531,6032,626,5465,1728,2440,921,1028,6107,1485,5341,4789,397,3431,4130,626,1728,2733,3559,3674,5764,3483,942,0,622,976,4605,3191,732,2857,794,696,0,3969,0
1658,2173,2003,3518,3527,2714,2537,2930,846,2968,1782,793,4619,0,0,1243,1250,1253,645,789,735,522,639,5505,5553,5608,5622,5641,74,3574,2695,2428,5769,5739,1140,225,225,3982,6153,26,3,2511,2316,848,60,759,947,104,1333,67,4114,2534,1227,6234,5587,4716,6569,6475,6570,630,6239,1584,4722,5929,5195,517,4185,4500,3436,5973,4879,3999,6422,2366,6700,489,5929,517,44,6702,6759,4529,6534,362,0,5213,3350,4878,6546,4210,278,1454,1356,0,6548,0
1676,1396,1579,1420,1377,1729,1721,1767,1125,1828,2956,1137,837,445,0,868,875,876,501,513,688,397,544,5473,5594,5768,5777,5961,1013,3244,1795,1148,4452,4560,3018,2120,1782,2425,1584,2036,3,1557,1604,2045,48,135,4825,2363,2342,78,672,1059,4497,4496,3988,3096,4803,5322,5120,1903,1086,2184,2909,1037,4209,2142,2727,2289,3547,990,4611,3751,5901,1430,6319,5539,1037,2142,2788,5883,5793,1191,5808,1717,0,2514,4970,312,2851,2384,2874,5708,5610,0,3952,0
838,707,767,3054,3060,304,537,521,1622,511,2069,720,2210,132,0,455,462,463,390,617,187,264,423,2866,4050,3765,3767,3803,1450,1413,1522,1679,4732,3587,744,1295,1172,3035,3482,1655,3,591,944,2080,27,425,2106,1986,2431,36,258,600,2721,5173,2365,3847,5907,4079,5865,1989,2823,4460,6153,2504,4484,1857,1550,844,1110,5092,5271,3981,6587,2385,6672,3632,2504,1857,1476,6149,6196,2388,5971,1427,0,940,1168,3327,5971,1068,1767,854,756,0,5059,0
2082,1901,1818,2143,2170,2336,2746,2426,1650,2524,224,1083,2922,289,1896,1138,1144,1146,692,811,1481,577,798,4235,4835,5470,5480,5579,1403,2473,1736,2314,1927,2779,2294,3182,2503,1704,3892,2703,485,2856,3328,2287,62,122,4941,985,263,119,4144,2320,5062,2025,3210,2057,3520,3390,3395,3575,3623,2547,847,1696,2065,3824,2117,5412,4697,2908,2311,2312,2658,3116,5117,2640,1696,3824,1985,4857,4650,3963,4901,4587,0,4591,3017,3986,4478,4750,4257,4663,4565,0,2569,0
2415,2022,2146,2311,2319,2659,2813,2588,1282,2565,2953,1106,3549,219,1268,776,783,784,628,819,998,566,718,3119,3161,3850,3852,2924,1565,2371,1455,2279,2335,3253,1879,2741,2209,1998,1210,2409,3,2785,2889,2506,66,109,5041,1612,3,107,384,1244,3091,2335,3462,2006,1088,3982,1330,3151,4459,1159,254,1665,2242,3315,2907,4835,5967,1105,2448,2714,3119,3320,2031,5692,1665,3315,2777,2180,2165,4802,2221,4107,0,4890,994,69,4786,4890,3713,4128,4030,0,3113,0
97,131,113,3126,3131,170,131,130,95,126,2158,564,427,201,0,270,277,278,181,493,197,200,218,710,422,255,252,231,1343,211,74,711,4831,4199,1006,2140,1799,2408,3654,2298,3,336,249,2955,30,14,5397,2013,96,40,1528,156,4541,5958,4506,5254,3803,4995,3977,2766,507,3702,5780,1934,5919,2769,1507,363,511,6535,5296,4190,6626,1346,58,3226,1934,2769,1866,65,187,617,85,1325,0,144,174,3540,6070,235,2900,1203,1105,0,3926,1
34,37,30,141,140,153,237,220,1216,207,1852,1317,343,212,0,14,19,19,122,360,512,62,170,4619,3689,3648,3644,3626,1416,14,2461,90,247,843,1001,5491,4185,22,1966,4320,3,64,176,5247,89,209,4045,1800,422,277,487,294,657,98,4352,2761,1449,1036,631,6650,388,666,22,2510,14,6803,3112,37,103,6517,1127,1688,258,3292,627,2464,2510,6803,4233,434,1213,76,10,6564,0,50,6810,1712,146,10,6804,1184,1086,0,22,1
1072,569,1091,189,190,592,782,758,1136,748,2745,1213,2474,137,0,384,391,392,223,803,1756,153,271,146,399,410,409,394,1292,333,498,2291,61,265,552,5123,3861,346,61,4161,3,210,386,2193,75,564,1447,338,2421,219,515,728,4359,60,407,346,1687,215,1166,5595,3042,538,1291,1810,68,6176,3971,1151,69,1236,5834,4734,196,3354,1747,6777,1810,6176,4063,1706,2048,4121,1254,6755,0,639,3972,5318,197,378,6434,619,521,0,392,1
581,248,587,696,700,746,547,524,388,691,408,1037,1066,280,0,142,150,151,203,451,1676,222,137,4711,2554,1014,1005,2237,1414,373,505,870,397,1068,749,5392,4088,119,237,4132,445,406,145,4921,88,233,3763,259,112,329,901,757,2097,216,4156,3621,1134,963,451,6656,1136,361,1127,4066,109,6712,1472,364,628,6202,2190,1543,374,3246,1714,4602,4066,6712,2999,1620,2059,857,848,6405,0,278,4260,559,1053,99,6707,863,765,0,119,1
642,755,671,1176,1188,1004,982,960,852,962,532,1379,1180,196,0,89,98,99,336,527,1567,309,378,5031,4776,4586,4584,4601,1336,324,2549,1063,273,678,371,5436,4132,75,110,4227,3,838,740,4461,86,681,1121,1978,30,380,3298,775,5909,184,1580,1699,2854,522,1729,6060,1387,344,1982,1716,78,6657,3612,302,1105,5224,6234,5034,352,3533,1860,6122,1716,6657,4204,1737,2172,1219,864,6537,0,908,1431,1012,2236,398,6751,414,316,0,75,1
11,24,16,841,846,526,207,207,99,201,1001,1225,640,62,0,9,14,14,4,215,1863,111,8,1488,201,86,85,80,1269,7,16,6,200,395,1074,5506,4196,11,7,4334,1848,131,7,5287,103,365,2505,2266,173,427,2875,360,4538,21,3393,4571,1723,386,452,6813,545,387,2026,6488,1,6817,0,114,430,6784,1546,5252,199,3272,1891,5112,6488,6817,3,1594,2183,153,8,6614,0,29,3151,938,1413,1,6815,1318,1220,0,11,1
827,969,812,784,785,1401,1261,1250,932,1239,2667,1097,1667,42,0,694,701,702,418,619,2112,413,473,783,1207,943,872,842,1362,1034,595,1622,3686,3825,359,3854,2941,1266,4755,2515,1178,1669,1194,4291,107,126,4912,168,895,216,4937,1592,4102,5362,5740,5521,3419,4403,2831,4724,1988,3097,3355,2321,6137,4926,2030,1744,1503,2911,2738,1954,4408,3551,4155,1781,2321,4926,3083,4439,4205,2071,4608,2547,0,1510,3484,5851,1257,1489,5073,237,139,0,1753,1
316,408,333,301,302,803,895,876,965,879,2701,1090,1597,102,0,230,236,237,168,638,2769,163,205,683,2368,2050,2043,1738,1408,172,1000,1890,1377,2217,736,5359,4057,150,4457,4210,3,228,233,5036,147,272,3323,238,1429,448,5239,141,3240,2452,5841,5659,3402,2202,1784,6531,1959,5191,1908,3672,4887,6649,1687,781,274,3973,1146,545,1630,3426,2037,1236,3672,6649,3621,1574,2009,2238,872,5258,0,477,5646,2142,329,207,6674,842,744,0,152,1
1919,1177,1629,3147,3158,2012,1626,1420,754,1488,1639,1281,2891,250,2387,683,690,691,469,731,745,431,528,1410,1338,1073,1065,1023,1493,1471,698,2382,2217,1674,3136,2008,1702,2505,1955,1849,3,1818,1549,1034,59,152,4672,1627,27,86,2523,1479,5384,2598,4456,2834,4099,3954,3673,4048,4265,947,74,4778,2320,3611,780,3353,1816,5503,3777,3473,3670,520,1597,4723,4778,3611,736,1818,1712,4151,1947,4248,0,1959,297,4104,6100,1907,2728,5191,5093,0,4098,1
203,209,193,112,111,407,567,551,1051,566,2859,1364,1442,117,0,5,8,8,10,623,3353,3,13,22,3553,3858,3860,3945,1183,3,2084,3536,522,707,755,5505,4200,7,1,0,3,3,11,0,105,132,4854,2314,1863,717,5288,13,782,267,5260,6465,3936,696,1431,6814,1713,134,2768,5650,6814,0,0,411,92,5129,3035,709,485,3596,602,245,5650,0,3,235,1002,1850,6817,6267,1,177,3702,572,115,6816,0,867,769,0,7,1
31,47,34,529,527,1261,650,639,323,626,2525,1065,272,121,0,2,3,3,0,4,3755,544,0,1581,1418,203,201,185,1384,1,21,3598,478,1127,951,5494,4203,4,2,3,3,2628,0,1,270,356,2576,667,1906,732,5339,1476,1593,183,6612,6700,1413,1154,295,6816,195,286,1138,6340,6803,2,0,205,390,6694,5594,5109,569,3015,2547,1036,6340,2,3,1824,2409,10,6112,6313,1,56,4271,919,707,6814,3,1124,1026,0,4,1
47,70,44,1354,1358,1062,138,137,50,129,644,1367,136,86,0,219,227,228,55,333,463,334,68,3451,366,331,334,318,1246,133,26,370,4163,4757,980,4468,3357,850,4579,3865,491,1027,86,2690,40,138,4786,1754,207,82,4585,762,5830,3949,4274,2643,2866,5448,3620,1925,415,803,50,240,5167,3361,3769,255,460,6682,4380,3824,5630,3974,297,2368,240,3361,4126,418,826,244,261,2034,0,65,6082,5532,2680,76,5751,1160,1062,0,1075,1
274,346,324,118,117,309,362,393,593,378,585,1246,1677,247,0,478,485,486,86,661,1302,54,104,20,942,821,808,928,1229,152,623,1920,246,665,687,5131,3867,340,1063,4114,3,57,97,3758,48,73,5246,2396,42,134,1976,258,4643,130,2626,2109,2168,698,1123,6395,2086,481,1093,3899,103,6468,2107,585,364,5261,3202,2241,175,3620,1536,4294,3899,6468,2849,1785,2116,2403,1344,6565,0,341,5346,570,122,198,6442,823,725,0,384,1
256,226,244,418,409,838,736,719,612,774,2849,1215,497,207,0,97,70,70,93,329,2659,197,86,1002,1260,1655,1711,2091,1183,84,768,489,1988,3012,790,5394,4090,117,4085,4223,15,328,123,4886,150,307,2991,1095,1091,507,4958,280,3569,2575,4348,3304,1598,3294,1348,4764,792,3129,1243,665,5487,6339,3600,410,406,6174,5959,4540,1508,3185,1379,2238,665,6339,4220,644,1290,445,145,4513,0,197,6377,3289,494,70,6709,921,823,0,117,0
800,882,833,1760,1781,1299,1018,1030,666,1188,844,1266,2025,651,0,925,931,933,433,610,697,356,444,2287,1380,696,704,762,1306,643,775,1460,3630,3481,887,576,545,3662,4714,8,281,1196,1040,956,52,339,2691,96,326,63,2519,1017,2860,2899,2263,1553,1176,4429,2089,1552,2857,2951,3022,6456,2169,1274,0,3122,1260,4182,2199,1610,4124,3365,4345,2262,6456,1274,3,4056,4774,2122,3775,2611,0,1223,6231,3808,3666,1323,742,1075,977,0,6084,0
1691,1615,1641,1010,1033,1621,1509,1484,1009,1580,2705,1297,1583,326,92,1059,1065,1128,605,612,3313,639,643,4654,5973,4626,4627,4955,1451,3498,1487,1524,3495,3683,2432,3263,2558,1649,3383,1926,110,3165,2281,3985,218,589,1367,552,831,431,4776,1907,3909,4573,4874,4503,3961,4224,3523,4079,1880,3177,3180,2206,4970,4239,2161,3737,2885,5114,5978,4980,2249,3378,4343,3313,2206,4239,2795,5382,5116,1887,5490,2760,0,3497,6147,4407,1819,3660,4353,5082,4984,0,2473,0
1234,1200,1178,822,892,1342,1579,1561,1370,1457,2825,0,2390,185,0,857,864,865,463,632,524,356,515,3771,4670,3762,3763,3952,1410,1214,1308,1647,4758,4904,2218,731,678,3529,3533,807,147,1199,1454,832,46,322,2850,6,80,56,1971,1018,4483,5003,4337,3541,1089,5575,1823,1766,3493,2238,3638,5164,3957,1478,124,3086,3000,741,4729,3829,6100,3405,81,3617,5164,1478,177,43,72,2530,98,1399,0,2172,5013,111,1366,1980,956,4840,4742,0,5870,0
230,322,253,907,919,1095,292,318,114,319,129,1118,1612,169,0,657,664,665,220,597,461,337,249,1771,707,847,845,770,1269,323,608,1522,808,1537,919,1520,1341,2866,5203,1882,1455,1046,357,859,39,166,4533,1013,411,53,4087,852,4306,870,1998,945,1896,2162,2007,3377,2031,5760,466,5055,839,2927,680,652,448,5469,2531,2563,934,3679,531,1473,5055,2927,411,875,748,1890,1062,5942,0,342,4920,2052,1562,486,2083,1101,1003,0,4743,0
1795,1747,1670,1089,1104,1663,1811,1730,1283,1764,2737,1355,848,316,882,1313,1320,1323,630,444,2810,556,705,1638,1923,1884,1880,1755,1378,1269,879,474,3086,3314,2095,2340,1943,2264,2516,2038,678,2695,2799,3189,136,582,1392,179,468,217,5056,2238,5822,4251,4673,4613,5737,3609,4907,4675,797,3885,3531,5324,4065,4187,0,3674,4348,2935,512,5301,2924,386,1094,3958,5324,4187,3,547,678,892,618,3231,0,4186,6253,4628,2019,4027,3191,4528,4430,0,3635,0
1507,1538,1343,520,520,1406,1522,1429,1242,1505,2400,0,4071,139,2134,1486,1493,1495,673,1391,3704,690,794,2927,3157,3065,3062,3008,1275,1704,1327,3382,3002,1492,2578,4451,3346,861,5525,3522,1275,3401,3282,4660,245,611,1310,252,1956,553,5547,2428,2744,4141,2367,4560,756,1526,656,4730,5020,5402,5619,1672,5342,5281,2741,3320,4229,1754,5845,4684,1692,2841,2861,996,1672,5281,3752,2651,2716,6311,2574,3330,0,3398,6285,1416,686,4041,5733,4965,4867,0,1093,0
1145,615,839,2036,2057,1565,711,574,300,622,888,11,3657,144,0,774,781,782,313,789,707,382,376,1605,1269,615,613,617,869,320,298,2061,3952,3538,637,3217,2527,1680,1612,2989,3,1424,715,2391,40,215,3980,2116,2421,67,965,1042,4986,3827,2435,2675,5351,3968,5415,2185,3927,4094,5145,584,4083,2814,3320,964,812,4667,4577,3111,5694,1856,6038,5427,584,2814,3589,5448,5196,4396,5541,2256,0,748,5525,6667,4261,750,4299,599,501,0,2527,0
1438,1567,1386,655,657,1410,1486,1440,1202,1523,2535,0,1502,243,831,1106,1112,1114,629,613,3571,594,676,2288,2184,2311,2303,2375,1420,1855,1187,1317,3034,2130,2805,4674,3520,687,5180,3695,1685,2953,2629,4909,226,488,1768,181,1746,524,5438,2186,2827,4855,4247,5710,1704,2385,1202,5544,1781,5010,5122,2456,6365,5854,2128,2821,3214,3583,5667,4877,2300,3166,2698,1174,2456,5854,3540,2268,2449,1839,2083,3290,0,3175,5489,2451,958,3968,5969,5401,5303,0,857,0
1026,754,863,3741,3732,582,926,685,1512,1065,2181,898,1295,0,0,1782,1788,1786,415,578,650,256,428,2499,289,592,587,679,1345,705,623,966,5991,5988,1140,183,184,4023,3181,8,3,580,978,415,32,202,4116,1118,2441,36,295,765,2841,5041,3714,2145,2576,6712,5742,88,1544,775,283,521,3681,93,0,1302,1349,6384,4804,4056,6432,276,5515,4256,521,93,3,4557,5796,1608,4133,139,0,1033,3382,3709,6776,1190,227,1454,1356,0,6599,0
2889,2902,2848,1410,1052,1361,3730,3553,2487,3569,2964,1274,2074,995,41,2020,2026,2024,1229,699,1315,378,1324,2549,2017,4090,4095,4098,1508,3522,2059,1145,667,1461,1141,1646,1436,2771,4794,1008,855,1394,4590,739,40,266,3382,434,355,64,773,972,1282,719,1131,575,3587,1499,3813,2812,2686,47,1316,3064,716,2586,0,6712,6739,615,2024,1465,701,836,186,1871,3064,2586,3,298,352,2397,386,6108,0,6625,5635,1143,2829,6582,2251,1569,1471,0,4575,0
2078,1607,1958,1415,1418,2075,2140,2212,1210,2238,2671,1196,804,52,0,1061,1067,1069,595,482,1188,486,634,5307,6234,6083,6089,6124,189,3786,2135,1145,4421,4835,2046,4272,3221,986,1292,3491,3,2250,2292,1459,53,417,2156,504,2421,117,3607,1826,6463,4370,4066,2944,5583,5422,5694,1827,1254,1764,2027,248,5430,3136,3703,2758,5522,381,4600,3815,5881,1945,6342,5848,248,3136,4100,5904,5410,1164,6168,1752,0,3295,6740,702,2837,3835,5542,4612,4514,0,1284,0
2366,1694,2146,2079,2102,2137,2541,2474,1633,2484,386,1442,5175,76,517,632,639,640,536,780,435,409,584,4647,6101,6200,6206,6249,1378,2085,1885,2327,5366,5535,1366,362,351,3856,1070,342,3,1650,1964,801,50,195,4201,1728,2408,62,322,1090,3981,4671,3991,2404,3965,6264,5402,540,6437,806,209,2954,3478,488,0,3870,5235,1370,3843,3518,5800,603,6229,6230,2954,488,3,5877,6413,5601,5511,770,0,4179,318,519,4350,3375,455,3032,2934,0,6371,0
62,88,67,706,709,434,403,401,425,396,1175,1501,3794,476,0,134,141,142,152,900,928,165,185,2588,1548,1935,1927,1620,1466,123,603,3528,2552,2622,1010,4159,3152,1055,4713,1580,3,231,200,2924,108,761,939,2261,1363,172,2695,291,870,4712,6027,6329,6671,3077,5603,6230,5535,4316,3234,6626,5721,5974,0,162,362,6479,3787,2615,4050,2084,6550,1366,6626,5974,3,6724,6344,6596,6783,3850,0,113,886,2886,1086,133,5414,1213,1115,0,1412,0
1512,1182,1440,1081,1082,1052,1377,1444,1472,1552,354,1138,1655,110,0,1468,1475,1477,497,626,1586,321,510,1077,631,1354,1346,1454,1212,1045,1084,1193,563,1134,3032,2471,2033,2174,2666,1919,3,919,1417,1800,53,290,3164,174,29,96,2606,849,4766,603,1543,1064,1408,1146,1341,4170,2045,151,1612,3724,607,3892,2042,2127,2046,3563,747,5371,601,3388,1283,4009,3724,3892,1417,1429,1447,1995,1496,6219,0,2053,2419,17,1999,2000,3368,5904,5806,0,3458,0
1642,1501,1691,1918,1943,1851,1707,1731,984,2123,498,13,2201,0,0,518,525,526,555,607,962,432,547,5004,5674,5744,5751,5834,1306,1921,1933,1637,5711,5498,1140,500,476,3731,6333,8,3,1825,1695,1781,97,774,921,2349,2071,127,3558,1620,240,6661,5906,6304,4259,6236,4999,1339,3211,2832,6220,6626,6320,1102,0,1956,2911,5121,3791,2479,5905,3789,5374,261,6626,1102,3,5667,6213,2234,5290,420,0,3551,789,5396,4007,2924,636,1454,1356,0,6190,0
524,730,565,969,985,1398,1121,1108,725,1147,2861,0,2273,408,0,528,535,536,359,694,2527,430,387,1661,2409,429,428,414,1335,641,669,2273,330,1256,815,3415,2655,1552,3204,1231,3,1816,771,638,167,1053,507,1885,637,303,4817,1518,4103,313,2401,1067,5405,1308,4400,5111,3088,693,0,3722,351,4973,0,1392,1226,5889,5762,4806,559,3829,5303,2902,3722,4973,3,6106,5754,3393,6217,6478,0,957,466,1668,1712,924,4536,976,878,0,2290,0
736,1001,726,1078,1094,1044,1275,1243,1347,1257,377,0,2263,376,0,621,628,629,404,743,2957,293,474,2218,329,643,639,433,1380,1152,1084,2576,2271,2982,253,3726,2862,1345,2323,640,3,742,1199,4580,197,249,3564,709,786,383,1526,870,849,3829,5892,5480,3213,3322,2087,5958,3327,3551,1883,6241,4423,5652,0,2565,1501,5981,6155,5194,1947,3309,3621,3571,6241,5652,3,4314,4135,3821,4447,4183,0,1435,147,2908,1990,1414,4927,252,154,0,1899,0
1445,1221,1229,1442,1425,1728,1589,1408,983,1482,38,1098,787,98,2374,825,832,833,484,492,1659,464,556,3705,4109,2174,2167,2784,1490,1285,1296,861,3727,4237,1861,1641,1432,2775,4580,708,1420,2092,1760,2380,113,369,2477,850,915,153,2140,1239,1065,4752,5389,4478,2417,4787,2333,3786,702,2142,1867,5846,4234,3273,0,2259,2181,4000,1742,1665,3984,3380,3286,2087,5846,3273,3,3385,3554,912,3319,2505,0,2251,3670,5476,2899,2114,2243,3499,3401,0,4583,0
698,790,697,2129,2157,819,1003,1001,1159,1025,1507,1236,3382,368,0,482,489,490,351,912,1681,250,377,697,647,597,594,571,1288,761,517,3303,3347,2490,271,3875,2955,1252,5667,3052,3,515,737,4047,97,221,3909,2204,1455,201,1617,739,310,5417,5551,6105,5418,3519,4237,5522,4787,4217,4460,3830,6210,5433,1029,1182,1287,6334,3615,2025,4606,555,5658,760,3830,5433,1817,5963,5526,5837,6137,2934,0,929,138,2883,4450,865,5096,349,251,0,1730,0
1158,1319,1163,1536,1541,1458,1423,1413,1086,1489,442,1117,2406,289,0,784,791,792,509,842,2613,456,540,3535,4541,3458,3451,3716,1415,1302,1329,2621,2561,1919,3101,4488,3370,837,3978,3283,177,2024,1647,4499,118,230,3797,2295,871,271,3638,1247,1867,4472,5449,5887,4307,2802,2910,6008,3377,4634,3801,4129,5739,5968,1158,2346,2034,5302,2759,1260,3499,3724,3998,2061,4129,5968,2193,4331,4042,4243,4653,3839,0,2317,3263,2776,3127,2525,5771,5790,5692,0,1055,0
2488,2212,2463,3206,3213,3089,3366,3356,1369,3392,662,280,3848,124,0,1021,1027,1029,671,865,484,531,717,3756,3694,3437,3429,3431,280,3860,1785,2533,1386,1003,1536,1838,1577,2630,425,1837,3,2581,2723,1247,40,359,2551,2088,2385,58,442,1450,5667,1290,685,798,2181,1051,2720,2412,4866,6060,4168,1953,1188,2407,3074,4770,6254,832,3726,993,2306,3988,5312,6647,1953,2407,2127,4330,4497,4819,4182,5246,0,5186,4484,5975,6172,4862,2502,2893,2795,0,4324,0
1050,1126,1062,450,441,1121,1289,1271,1295,1338,2551,1013,1032,892,0,778,785,786,464,338,3753,309,483,1186,663,5135,5139,5210,1463,1266,1471,428,810,2109,3506,5237,3955,252,2481,1902,3,836,1234,5077,337,564,1444,1545,1701,696,5334,826,2872,1070,6197,5402,4272,2093,2215,6707,1021,5935,576,6277,1321,6635,0,1673,1660,4468,5797,4842,808,2720,3089,2192,6277,6635,3,3417,3270,790,3798,5940,0,1691,4545,2067,547,1766,6550,22,6164,0,276,0
3106,3038,3025,1970,1992,2344,2398,2438,1177,2480,2961,12,662,172,0,1496,1503,1505,1103,428,3259,1011,1152,4912,5127,5117,5122,5164,149,3806,2627,840,4800,4127,1141,1438,1280,2927,6114,14,3,4155,4360,4273,241,480,1810,113,2014,333,5130,2784,721,6329,4801,6192,2041,4588,2103,3526,562,4130,6021,6486,6111,2998,4190,6477,5739,5301,84,4445,3739,3200,3611,444,6486,2998,59,4305,4617,831,4110,1357,0,6685,5138,3846,4117,6655,1970,1580,1482,0,4856,0
1167,1412,1223,1383,1389,1335,1576,1612,1373,1600,396,1023,5046,135,0,886,893,894,500,814,1392,376,544,2102,3266,1938,1930,1585,1310,1302,1076,2491,5056,4899,1401,328,319,3888,4654,8,3,1370,1674,1127,102,610,1311,252,688,125,2260,1027,1310,4142,2645,2019,3122,5737,4724,693,6440,2492,4786,4280,2999,593,0,3552,2747,4778,5678,5128,3442,3498,2054,2444,4280,593,3,1816,1033,5517,2114,1089,0,3111,462,4103,2752,2584,409,3360,3262,0,6417,0
