Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
11841,13185,13391,13319,9379,9379,11902,11841,10925,4219,4847,4088,226,146,4088,1806,1
11842,13192,13266,13466,4382,4382,11901,11842,13478,4948,4556,9040,71,621,9040,3701,1
11843,13161,13367,13355,8687,8687,11888,11843,11015,12415,5846,4754,186,189,4754,2159,1
11844,13193,13392,13315,9440,9440,11894,11844,3233,9882,4500,4070,227,145,4070,2397,1
11845,13165,13331,13403,7291,7291,11898,11845,8629,7699,5632,6172,136,294,6172,3170,1
11846,13166,13339,13390,7603,7603,11900,11846,7731,6745,5610,5915,144,269,5915,4564,1
11847,13213,13382,13357,8898,8898,11915,11847,9679,745,3824,4439,201,161,4439,741,1
11848,13183,13355,13383,8083,8083,11896,11848,6200,11685,5015,5222,166,218,5222,1077,1
11849,13189,13384,13356,8922,8922,11908,11849,10555,2428,4773,4426,199,160,4426,799,1
11850,13234,13427,13308,9954,9954,11922,11850,7132,501,3091,3318,263,88,3318,271,1
11851,13139,13280,13460,4868,4868,11895,11851,11557,12889,7380,8729,74,564,8729,9830,1
11852,13170,13396,13316,9467,9467,11899,11852,13323,12539,5527,4106,215,143,4106,4191,1
11853,13110,13248,13483,3714,3714,11897,11853,11541,13391,9274,9871,50,830,9871,10690,1
11854,13160,13414,13293,9951,9951,11903,11854,6885,11169,6190,3614,238,107,3614,3974,1
11855,13212,13402,13317,9582,9582,11907,11855,13433,5974,4044,3912,224,128,3912,2254,1
11856,13175,13420,13298,9976,9976,11912,11856,12701,3724,5519,3520,244,103,3520,1963,1
11857,13235,13380,13391,8408,8408,11936,11857,3863,141,3190,4614,183,173,4614,195,1
11858,13196,13463,13213,11027,11027,11905,11858,6266,9397,4861,2568,323,43,2568,3184,1
11859,13199,13405,13333,9479,9479,11911,11859,13034,5012,4690,3920,223,125,3920,1135,1
11860,13209,13361,13386,8144,8144,11924,11860,9905,1248,4174,5268,159,217,5268,1994,1
11861,13162,13351,13397,7893,7893,11914,11861,12846,3579,6349,5494,149,232,5494,2112,1
11862,13220,13369,13374,8470,8470,11923,11862,7513,1507,4010,4910,170,192,4910,1738,1
11863,13229,13458,13244,10756,10756,11916,11863,11644,4337,3636,2771,296,54,2771,1782,1
11864,13134,13306,13438,5975,5975,11913,11864,10818,7155,8297,7606,93,403,7606,8273,1
11865,13158,13385,13354,8932,8932,11910,11865,5774,11982,6735,4670,176,174,4670,5922,1
11866,13136,13274,13482,4115,4115,11917,11866,11391,7209,8402,9332,58,648,9332,3982,1
11867,13202,13460,13245,10793,10793,11909,11867,13484,13194,4740,2737,294,53,2737,1959,1
11868,13194,13324,13434,6433,6433,11921,11868,13435,5594,5205,6977,106,339,6977,3029,1
11869,13143,13250,13502,3267,3267,11919,11869,7581,10280,8074,10179,41,907,10179,2854,1
11870,13207,13368,13408,7974,7974,11920,11870,12424,11488,4641,5285,146,213,5285,804,1
11871,13195,13389,13373,8753,8753,11927,11871,12965,3858,5422,4710,165,171,4710,2366,1
11872,13224,13424,13301,9973,9973,11918,11872,8977,13083,4191,3723,218,108,3723,13122,1
11873,13200,13388,13388,8519,8519,11933,11873,11519,2054,5149,4829,162,180,4829,1283,1
11874,13312,13506,13166,11766,11766,11943,11874,8285,258,428,1703,403,11,1703,210,1
11875,13244,13452,13310,10316,10316,11937,11875,12966,1326,3363,3042,257,68,3042,387,1
11876,13227,13401,13369,9045,9045,11925,11876,13527,9622,4117,4302,182,149,4302,853,1
11877,13238,13483,13221,11227,11227,11934,11877,13523,2370,3646,2289,330,30,2289,1132,1
11878,13156,13253,13506,3170,3170,11929,11878,13483,5797,7552,10215,37,906,10215,1967,1
11879,13231,13393,13378,8770,8770,11930,11879,7358,4821,4040,4638,163,162,4638,1512,1
11880,13191,13342,13428,6939,6939,11926,11880,12121,10316,5757,6511,108,302,6511,3942,1
11881,13203,13433,13332,9846,9846,11928,11881,12539,9825,5180,3621,217,99,3621,1568,1
11882,13122,13224,13516,2575,2575,11931,11882,8289,9832,10217,10892,24,1303,10892,2892,1
11883,13215,13288,13494,4084,4084,11938,11883,3176,5546,5017,9278,47,597,9278,2266,1
11884,13208,13413,13360,9293,9293,11935,11884,11393,7166,5158,4236,175,139,4236,3370,1
11885,13230,13357,13440,7117,7117,11949,11885,13104,486,4388,6076,111,253,6076,689,1
11886,13242,13440,13326,10003,10003,11939,11886,13275,6797,3812,3555,212,92,3555,3194,1
11887,13263,13495,13236,11365,11365,11962,11887,4022,115,3055,2045,339,20,2045,182,1
11888,13221,13443,13336,9994,9994,11941,11888,12748,3764,5002,3519,207,87,3519,2277,1
11889,13205,13377,13422,7854,7854,11940,11889,4452,10987,5774,5534,121,215,5534,2090,1
11890,13217,13412,13389,8984,8984,11942,11890,9030,5644,5407,4475,156,151,4475,1989,1
11891,13269,13468,13306,10611,10611,11953,11891,554,949,3017,2856,250,51,2856,819,1
11892,13223,13362,13443,7193,7193,11946,11892,1792,3936,5199,6173,99,252,6173,1736,1
11893,13280,13473,13338,10407,10407,11968,11893,4749,94,2183,2833,248,48,2833,136,1
11894,13243,13474,13294,10738,10738,11944,11894,11399,8654,4119,2838,247,49,2838,2685,1
11895,13216,13416,13387,9059,9059,11945,11895,7171,12503,5864,4535,142,150,4535,6444,1
11896,13211,13418,13395,9039,9039,11947,11896,13016,11627,5963,4502,145,148,4502,3770,1
11897,13222,13359,13444,7050,7050,11948,11897,10582,9769,5568,6579,85,278,6579,9774,1
11898,13266,13464,13318,10430,10430,11952,11898,9451,8668,3434,3175,214,65,3175,4234,1
11899,13225,13374,13448,7331,7331,11954,11899,9276,5719,5553,6057,96,238,6057,1927,1
11900,13268,13500,13254,11367,11367,11950,11900,13507,12225,3372,2139,309,21,2139,916,1
11901,13167,13299,13503,4054,4054,11951,11901,8793,12267,8960,9476,36,585,9476,6379,1
11902,13245,13410,13417,8490,8490,11956,11902,8547,5617,4484,4973,124,165,4973,2751,1
11903,13256,13432,13402,9115,9115,11961,11903,7538,2529,3942,4291,147,130,4291,1484,1
11904,13248,13453,13376,9720,9720,11955,11904,9757,9804,4313,3683,173,90,3683,966,1
11905,13251,13469,13362,10185,10185,11964,11905,13383,2109,4232,3103,211,59,3103,252,1
11906,13250,13430,13398,9146,9146,11959,11906,2889,10289,4324,4409,137,135,4409,4242,1
11907,13178,13240,13523,2500,2500,11958,11907,8058,10590,8496,11057,16,1312,11057,10005,1
11908,13270,13488,13292,11016,11016,11960,11908,750,11588,3441,2547,252,33,2547,2117,1
11909,13232,13438,13393,9323,9323,11957,11909,13180,13196,5480,4266,140,121,4266,5520,1
11910,13247,13327,13497,4808,4808,11966,11910,12967,3571,4621,8534,44,444,8534,2141,1
11911,13290,13512,13205,11736,11736,11963,11911,13246,8531,2159,1811,343,12,1811,1581,1
11912,13246,13482,13337,10565,10565,11965,11912,13019,10274,4913,2966,206,50,2966,1821,1
11913,13249,13441,13409,9179,9179,11969,11913,10302,5310,4860,4357,131,123,4357,3723,1
11914,13265,13436,13423,8855,8855,11974,11914,11874,1098,4202,4556,122,140,4556,1566,1
11915,13187,13233,13533,2124,2124,11967,11915,12741,10760,9091,11339,9,1590,11339,2263,1
11916,13267,13444,13430,8876,8876,11972,11916,13266,2602,4261,4403,125,122,4403,489,1
11917,13240,13404,13450,7760,7760,11970,11917,3262,11956,5905,5770,83,207,5770,4841,1
11918,13237,13411,13462,7749,7749,11971,11918,11345,11844,6205,5695,81,198,5695,2865,1
11919,13204,13373,13487,6317,6317,11973,11919,10698,7475,8579,7049,54,288,7049,2221,1
11920,13262,13394,13480,6858,6858,11979,11920,6653,1543,4766,6381,65,240,6381,1150,1
11921,13282,13426,13459,8028,8028,11977,11921,6681,3010,3398,5283,88,167,5283,1149,1
11922,13264,13447,13436,8868,8868,11980,11922,12218,2219,4970,4542,109,126,4542,1482,1
11923,13253,13455,13424,9142,9142,11978,11923,12253,6494,5463,4401,114,115,4401,3940,1
11924,13302,13520,13267,11652,11652,11982,11924,13513,1929,2149,1891,290,13,1891,1050,1
11925,13233,13403,13472,7265,7265,11976,11925,13491,11968,7016,6180,66,221,6180,2679,1
11926,13257,13481,13380,10175,10175,11975,11926,7500,13005,5437,3417,154,64,3417,3933,1
11927,13272,13450,13454,8630,8630,11984,11927,12034,1615,4623,4663,98,132,4663,768,1
11928,13258,13448,13449,8695,8695,11981,11928,13517,10995,5788,4756,94,138,4756,2293,1
11929,13239,13366,13509,5167,5167,11983,11929,10133,6518,7456,8201,31,355,8201,2332,1
11930,13287,13472,13432,9371,9371,11988,11930,2619,2098,3572,4030,117,89,4030,975,1
11931,13260,13462,13437,9095,9095,11986,11931,4909,3138,5891,4410,102,109,4410,2790,1
11932,13255,13390,13505,5839,5839,11985,11932,10895,5853,6235,7391,42,297,7391,1268,1
11933,13299,13525,13287,11678,11678,11992,11933,13390,1724,3037,1829,274,9,1829,441,1
11934,13284,13479,13431,9523,9523,11987,11934,6711,5509,4208,3835,119,78,3835,874,1
11935,13303,13528,13208,12076,12076,11990,11935,9705,2882,2705,1421,351,1,1421,429,1
11936,13275,13428,13485,7383,7383,11989,11936,11103,8572,4886,5987,59,197,5987,1799,1
11937,13261,13398,13507,5910,5910,11996,11937,7260,2204,6289,7236,40,272,7236,917,1
11938,13305,13522,13312,11537,11537,11994,11938,10916,3529,2767,1969,241,14,1969,727,1
11939,13320,13435,13481,7631,7631,11993,11939,8317,5560,1759,5930,55,190,5930,5470,1
11940,13281,13475,13447,9205,9205,11991,11940,10122,12233,4637,4277,95,97,4277,2548,1
11941,13274,13431,13486,7450,7450,11995,11941,8525,7922,5348,6090,51,199,6090,5155,1
11942,13259,13348,13522,3943,3943,12000,11942,2848,2928,6836,9467,19,479,9467,2531,1
11943,13324,13489,13471,9198,9198,12025,11943,1638,21,1699,3600,115,62,3600,33,1
11944,13236,13345,13524,3797,3797,11997,11944,11414,11213,8992,9728,17,517,9728,6345,1
11945,13277,13498,13412,10310,10310,11998,11945,13173,13256,5236,3308,126,47,3308,4820,1
11946,13252,13425,13504,6745,6745,11999,11946,11448,13420,7822,6711,38,227,6711,3608,1
11947,13278,13476,13455,9169,9169,12002,11947,9708,6679,5194,4411,79,101,4411,4853,1
11948,13276,13407,13513,5883,5883,12001,11948,1391,12375,5660,7516,29,274,7516,2754,1
11949,13279,13459,13495,7757,7757,12017,11949,5309,324,5304,5356,60,153,5356,405,1
11950,13292,13470,13479,8532,8532,12005,11950,5247,3430,4218,4767,67,117,4767,880,1
11951,13291,13511,13411,10736,10736,12007,11951,13042,3619,4373,2678,153,26,2678,425,1
11952,13283,13400,13517,5405,5405,12003,11952,7305,8978,5433,7842,27,303,7842,1275,1
11953,13295,13465,13475,8446,8446,12006,11953,8502,5932,4270,5112,61,137,5112,5105,1
11954,13285,13467,13478,8487,8487,12009,11954,8456,5296,5338,4976,64,127,4976,2786,1
11955,13254,13329,13534,2823,2823,12011,11955,12476,3821,8438,10572,8,705,10572,1381,1
11956,13289,13491,13439,9838,9838,12004,11956,12059,11821,4728,3738,97,66,3738,4296,1
11957,13286,13490,13445,9688,9688,12008,11957,10686,6892,5098,3869,92,73,3869,3711,1
11958,13297,13509,13416,10648,10648,12012,11958,10308,2237,4146,2773,139,28,2773,533,1
11959,13310,13496,13461,9653,9653,12014,11959,11535,2446,3315,3616,100,58,3616,344,1
11960,13271,13387,13526,4375,4375,12013,11960,12112,3221,7041,8832,18,380,8832,1314,1
11961,13323,13532,13280,12005,12005,12020,11961,12922,800,2280,1467,299,0,1467,306,1
11962,13273,13429,13511,6442,6442,12010,11962,12455,12582,6737,6998,28,234,6998,3736,1
11963,13300,13486,13465,9292,9292,12021,11963,12802,870,4347,4191,78,80,4191,2252,1
11964,13296,13480,13489,8573,8573,12016,11964,12852,6627,4592,4778,62,110,4778,1211,1
11965,13301,13513,13401,10878,10878,12015,11965,8365,11441,4082,2767,133,27,2767,7764,1
11966,13322,13523,13385,11207,11207,12019,11966,10052,4474,2620,2349,160,19,2349,1957,1
11967,13293,13501,13453,9803,9803,12018,11967,13146,13189,5061,3800,80,61,3800,6063,1
11968,13294,13494,13476,9242,9242,12022,11968,2049,4897,5129,4097,70,76,4097,714,1
11969,13328,13531,13341,11812,11812,12033,11969,186,80,2114,1600,253,3,1600,92,1
11970,13309,13499,13467,9483,9483,12023,11970,13414,5133,4067,3951,75,70,3951,1404,1
11971,13306,13502,13469,9539,9539,12024,11971,3527,3984,4267,3841,77,60,3841,1053,1
11972,13311,13487,13491,8777,8777,12026,11972,4458,3067,4145,4612,52,96,4612,1348,1
11973,13288,13451,13515,6594,6594,12027,11973,11111,8044,6388,6786,25,209,6786,2530,1
11974,13317,13507,13473,9804,9804,12029,11974,1129,1060,3503,3432,86,42,3432,216,1
11975,13307,13493,13492,8973,8973,12028,11975,10792,3363,4617,4422,53,81,4422,1126,1
11976,13298,13466,13520,6831,6831,12031,11976,13344,2284,5933,6336,26,175,6336,789,1
11977,13304,13508,13470,9891,9891,12030,11977,12694,11234,5441,3625,68,45,3625,2547,1
11978,13321,13515,13468,10077,10077,12032,11978,12003,9723,3889,3424,72,37,3424,1707,1
11979,13316,13504,13500,9067,9067,12035,11979,13515,1127,4460,4246,45,71,4246,679,1
11980,13308,13439,13528,5059,5059,12034,11980,4200,6809,5715,8433,10,290,8433,4563,1
11981,13344,13538,13384,11796,11796,12040,11981,4795,482,1004,1637,197,2,1637,129,1
11982,13325,13497,13514,8187,8187,12042,11982,11796,129,3763,4965,33,98,4965,477,1
11983,13313,13478,13525,6671,6671,12036,11983,11864,3387,5295,6532,20,169,6532,1026,1
11984,13314,13485,13518,7559,7559,12039,11984,4824,2914,5320,5883,23,141,5883,2641,1
11985,13339,13533,13421,11555,11555,12041,11985,12916,588,1830,1926,138,6,1926,350,1
11986,13319,13517,13496,9639,9639,12038,11986,13209,5664,4960,3770,48,44,3770,1086,1
11987,13315,13521,13488,9999,9999,12037,11987,12836,12976,5595,3601,49,38,3601,4791,1
11988,13333,13527,13458,11072,11072,12043,11988,1022,3276,3303,2455,89,15,2455,1188,1
11989,13329,13530,13446,11326,11326,12044,11989,12324,9069,4302,2198,101,10,2198,1267,1
11990,13332,13519,13508,9344,9344,12046,11990,2202,704,3634,4109,34,52,4109,1488,1
11991,13341,13534,13441,11440,11440,12045,11991,5444,3702,2146,2127,104,7,2127,1752,1
11992,13327,13524,13510,9633,9633,12047,11992,4926,3755,5301,3831,32,39,3831,1823,1
11993,13335,13514,13519,8788,8788,12048,11993,12321,1870,4120,4715,22,72,4715,2940,1
11994,13342,13539,13456,11505,11505,12049,11994,13506,5718,2749,2044,91,5,2044,1216,1
11995,13337,13518,13521,8629,8629,12050,11995,6898,5245,4224,4854,21,74,4854,2939,1
11996,13338,13503,13530,7114,7114,12051,11996,5999,5017,3722,6247,12,131,6247,1865,1
11997,13318,13446,13540,3269,3269,12052,11997,9248,12561,8280,10148,1,395,10148,2365,1
11998,13331,13510,13532,7548,7548,12053,11998,10042,3843,5793,5723,13,102,5723,1035,1
11999,13330,13492,13536,5897,5897,12054,11999,9922,3414,6286,7502,6,178,7502,2726,1
12000,13340,13537,13493,11087,11087,12056,12000,6615,779,3810,2403,56,8,2403,772,1
12001,13334,13516,13531,7752,7752,12055,12001,7681,3804,5471,5597,11,91,5597,1619,1
12002,13336,13505,13537,5964,5964,12058,12002,5062,9749,6519,7436,5,157,7436,2954,1
12003,13326,13449,13542,2731,2731,12057,12003,4728,12905,9243,10799,0,474,10799,5992,1
12004,13343,13529,13527,9588,9588,12059,12004,13210,2831,4866,3975,15,29,3975,3591,1
12005,13345,13526,13535,8276,8276,12060,12005,11729,3538,3964,5242,7,63,5242,4227,1
12006,13349,13541,13512,11196,11196,12061,12006,9756,3537,2128,2357,30,4,2357,1802,1
12007,13347,13540,13529,10092,10092,12062,12007,13267,5813,3927,3377,14,16,3377,1325,1
12008,13346,13535,13538,8184,8184,12063,12008,12496,8966,6360,5225,3,41,5225,2099,1
12009,13348,13536,13541,7983,7983,12064,12009,7509,467,4757,5255,2,40,5255,713,1
12010,13350,13542,13539,9238,9238,12065,12010,9701,84,2352,3881,4,17,3881,184,1
6013,6622,6710,7667,5389,5389,6036,6013,4827,9762,9237,8268,5723,7238,8268,12539,2
6061,6503,5321,9792,1685,1685,6069,6061,5689,11902,10445,11860,3718,10279,11860,11342,2
6769,7481,7696,7989,7717,7717,6827,6769,12413,4376,7643,5715,5654,5842,5715,2520,2
6965,7432,7054,9528,3739,3739,6982,6965,8803,10885,9876,9859,3969,7495,9859,11747,2
7108,8620,9196,4069,12334,12334,7260,7108,3907,526,1257,1172,9684,2703,1172,1015,2
7324,8268,8322,8119,9473,9473,7393,7324,4469,3253,4573,3961,5639,4943,3961,1428,2
7462,8102,7417,9907,3624,3624,7484,7462,10036,10958,7043,10006,3571,7273,10006,13398,2
7601,8503,8511,8236,9989,9989,7650,7601,10472,6357,4077,3623,5299,4688,3623,5876,2
7784,8650,9097,6978,11589,11589,7795,7784,11239,11962,3939,2020,6560,3702,2020,4892,2
7846,8662,8676,8946,9870,9870,7989,7846,7899,615,4321,3536,4842,4532,3536,914,2
7862,8836,9156,7484,11525,11525,7895,7862,7129,7096,3227,2027,6326,3658,2027,1263,2
7891,8291,7206,10829,2005,2005,7921,7891,5006,9594,9125,11554,2604,8495,11554,12174,2
7949,8751,9045,8086,11146,11146,7999,7949,6422,5499,4227,2441,5558,3944,2441,2775,2
8063,8725,8761,9407,9579,9579,8147,8063,9863,2401,5250,3792,4315,4546,3792,823,2
8072,9144,9209,8074,11361,11361,8120,8072,7794,6677,2624,2303,5388,3787,2303,8944,2
8074,8970,8862,9185,10066,10066,8165,8074,12403,1808,3433,3380,4509,4343,3380,1107,2
8082,9046,8861,9211,10042,10042,8130,8082,6734,6139,3137,3414,4481,4353,3414,1138,2
8107,8715,7942,10618,3086,3086,8187,8107,9115,1506,5589,10213,2998,6892,10213,995,2
8136,8902,8817,9237,9927,9927,8182,8136,4319,4994,4239,3726,4239,4484,3726,10064,2
8139,8711,8668,9570,9040,9040,8173,8139,11910,9246,5926,4569,3963,4811,4569,7123,2
8163,9086,10041,7159,12042,12042,8262,8163,7493,846,3436,1465,6793,2477,1465,634,2
8176,9102,8934,9209,10209,10209,8220,8176,1211,7159,3426,3440,4295,4309,3440,6988,2
8206,9123,9150,8914,10842,10842,8240,8206,10863,7361,3484,2813,4580,4036,2813,7872,2
8210,8730,8747,9668,9051,9051,8232,8210,6179,11932,6653,4520,3881,4745,4520,4807,2
8211,8924,9136,9156,10645,10645,8271,8211,12728,3039,4802,2861,4540,4061,2861,1223,2
8224,8906,8645,9830,8308,8308,8268,8224,12406,6718,5101,5331,3693,4998,5331,9097,2
8251,8805,8905,9725,9402,9402,8342,8251,10777,1120,6250,3854,4009,4464,3854,393,2
8251,8801,9118,9225,10537,10537,8285,8251,858,8158,6300,3065,4343,4133,3065,4009,2
8300,9103,9440,9012,11114,11114,8417,8300,5766,458,4265,2408,4732,3719,2408,1184,2
8321,9239,9454,9113,11064,11064,8383,8321,10376,2439,3527,2423,4667,3718,2423,670,2
8332,8783,8735,9915,8385,8385,8336,8332,13201,12622,7432,5217,3607,4919,5217,6685,2
8351,9008,8370,10611,4476,4476,8469,8351,6673,413,5245,8552,3050,5918,8552,500,2
8359,9253,9257,9440,10556,10556,8416,8359,12532,2893,3701,2974,4209,4040,2974,1759,2
8362,9566,9946,8735,11643,11643,8472,8362,3943,506,1924,1805,5361,3000,1805,155,2
8370,8982,9350,9377,10740,10740,8454,8370,12603,1294,5554,2748,4325,3923,2748,1084,2
8385,9116,8912,9853,9111,9111,8410,8385,9844,9782,4812,4370,3734,4596,4370,2560,2
8387,8873,8455,10535,5114,5114,8451,8387,12317,2926,7005,8014,3097,5707,8014,673,2
8409,9552,9473,9497,10748,10748,8550,8409,3680,175,2282,2598,4359,3804,2598,221,2
8449,9249,8974,9989,8980,8980,8519,8449,5726,1677,4382,4350,3662,4549,4350,702,2
8459,9434,9845,9056,11476,11476,8521,8459,6125,2255,3264,2069,4691,3331,2069,1101,2
8465,9433,9722,9364,11135,11135,8579,8465,9529,546,3332,2294,4456,3534,2294,402,2
8476,9796,10188,8784,11732,11732,8594,8476,2997,473,1547,1744,5161,2753,1744,327,2
8487,9354,9471,9514,10727,10727,8513,8487,12958,9496,3994,2848,4083,3903,2848,2760,2
8492,9247,8903,10140,8397,8397,8611,8492,7163,446,4755,4949,3467,4738,4949,1443,2
8493,9269,9313,9760,10134,10134,8560,8493,5812,2111,4629,3311,3906,4117,3311,1013,2
8508,9327,9044,9978,9166,9166,8547,8508,10077,5274,4372,4332,3602,4510,4332,2688,2
8513,9683,9903,9017,11530,11530,8562,8513,5198,3846,2253,2096,4529,3325,2096,5227,2
8527,9406,8993,10059,8888,8888,8555,8527,10966,8053,3863,4658,3498,4624,4658,3788,2
8528,9465,9120,9980,9324,9324,8643,8528,3091,513,3534,4117,3642,4400,4117,1393,2
8531,9256,9386,9712,10333,10333,8539,8531,13238,12632,5021,3237,3876,4070,3237,2986,2
8533,9803,10578,7861,12123,12123,8558,8533,964,9360,1803,1475,5565,2152,1475,11676,2
8537,9089,8853,10229,7976,7976,8559,8537,2991,9797,6515,5537,3315,4895,5537,4133,2
8539,9546,9410,9728,10348,10348,8621,8539,9912,1253,3085,3170,3899,4035,3170,1787,2
8544,9478,9819,9236,11319,11319,8568,8544,5549,8876,3502,2310,4308,3485,2310,5273,2
8552,9387,9041,10117,8875,8875,8631,8552,6787,1265,4192,4521,3506,4562,4521,1233,2
8565,9197,8607,10589,5702,5702,8619,8565,9310,2788,5686,7725,2955,5485,7725,3066,2
8570,9787,10292,9061,11704,11704,8700,8570,7392,277,2050,1773,4898,2736,1773,280,2
8582,9602,8944,10328,7979,7979,8640,8582,7187,2453,3060,5168,3346,4752,5168,453,2
8584,9316,8860,10370,7511,7511,8664,8584,7612,1023,4972,5747,3230,4934,5747,972,2
8586,9997,10925,7670,12345,12345,8618,8586,7502,5539,1160,1208,5972,1622,1208,2889,2
8588,9227,8545,10685,5169,5169,8614,8588,2350,6886,5609,8354,2814,5674,8354,5197,2
8593,9347,9093,10185,8823,8823,8681,8593,1628,918,4788,4490,3474,4527,4490,698,2
